,text,label
22,据了解，此次工程改造，重点突出亲水元素，因此在沿岸设计改造了亲水平台和亲水木栈道，同时将人行道和车行道进行了划分，也就是游步路和慢行道。 而为了照顾 特殊人群 ，还人性化地设计了无障碍坡道。 景观刚一开放，就有不少居民来休闲游玩。,1
23,休闲裤配什么鞋?这年头男生穿短裤已不是什么新鲜事了，因为人类已经无法阻挡他们穿打底裤了! 绒质感的运动短裤+运动鞋，柔和自然的短裤，板型宽松，与印花图案的打底裤混搭穿，上身搭配衬衫与卫衣的混搭，在加上高帮鞋，打造出极具街头风的拉风造型。 还有一种什么休闲裤呢?对啦，就是棉质穿着超舒服的运动休闲裤啦!灰色运动裤+高帮帆布鞋，活用度很高有很舒适的运动裤，宽松度很好，下摆有宽带处理，很自然垂坠版型，上身搭配针织衫， 下身 搭配帆布鞋，穿出舒适自然的日常装扮。 【每日一测】一张在美国吓死8千男人的美女图！,0
24,湖南卫视原创品牌节目《一年级·毕业季》昨晚首播，紧凑的剧情内容，精致的偶像剧画风，尤其是个性鲜明的学生群体，成毅“担当”，虞书欣“作”，赵志伟“暖”，作为一档以素人为主角的节目，第一期节目就让三个学生纷纷登上节目实时热搜榜单，也在网络上引发巨量的讨论。 被陈建斌称作“泥石流 小姐 ”的虞书欣，在旁听生选角环节大放异彩，妖娆多姿地倒马桶不忘给自己加呕吐戏，和陈建斌搭对手戏媚眼横飞撩得“皇上”都差点把持不住，最精彩的是虽然被肯定表现但最终无缘女主的那一段戏，吃惊、失望、不屑、鄙视的表情各种上脸，被网友感觉是挖到了一个宝：“每一帧都是表情包。 ” (赵成),0
25,肆无忌惮露肩的季节，收腰部肉肉的印花衫一条修身的牛仔裙，优雅复古，还带出一些女人味。 性感露肩蕾丝衫， 下身 搭配亚麻复古碎花半身裙，很有个性魅力的哦！ 很有淑女的风格。,0
26,画风太清奇！ 实在不行，那就做 家庭主妇 吧！ 对此，妈妈们表示不高兴了为啥非得我辞职带娃？,1
27,大理市环保局向该客栈下发行政处罚事先告知书，经客栈申请，召开听证会。 25日，执法人员来到该客栈，对客栈下达停产整治通知，断水断电，并封停洗衣房、 卫生间 、咖啡厅、厨房及19间经营客房。 据了解，大理市通过重拳出击，坚持铁腕执法，境违法行为得到遏制。,1
28,网友爆邓紫棋将遭封杀日（4月1）晚间，名为“星扒皮”的加V 大号 在微博中曝出湖南卫视封杀邓紫棋的决定和细节，称：“湖南卫视已经决定全面封杀，（包括删除一切邓紫棋在湖南台的国王节目，下线邓紫棋的音乐视频，未来的采访通告全面拒绝，综艺节目一缕禁止，PS：台领导决定的，已然不是洪涛及歌手团队和邓紫棋团队的口水战了）”。 从《我是歌手》公布的双峰会歌手名单上，邓紫棋的大名被赫然抹去，到《歌手》总导演洪涛“你不换歌，我们换人”的疑似回击，再到邓紫棋在微博上以“饮水思源”为题的博文发布，邓紫棋与湖南卫视的纷争消息不间断。,0
29,超爱这款套装，背心是吊带后交叉设计， 下身 是裙裤绑带设计，非常别致，一套上身很休闲很洋气！ 搭配球鞋棒球帽轻松出门！,0
30,近日，河津市林业局局机关干部职工共捐款1040元，帮助遭遇不幸的 环卫工人 李福梅的家人共渡难关。 河津市新闻传媒微信公众平台发出《环卫工人凌晨扫街遭遇车祸，呼吁社会各界共伸援助之手》一文后，环卫工人李福梅的遭遇，牵动着市林业局干部职工的心，在大家中间引起了不小的反响。,1
31,4月1日，2015年3月“中国好人榜”揭晓，好邻居刘光友荣登好人榜，当选为“中国好人榜”3月的助人为乐好人。 毛遂自荐照顾智障三兄弟住在包河花园的徐云忠、刘咸友、刘咸贵三兄弟都已经年过四旬，因为智力残疾，原先一直照顾他们的父亲在2010年因为疾病 离世 ，三个智障侄子的生活无人照管。 当时的刘光友二话没说，便自荐了这份很多人都不愿意接的棘手工作。,1
32,图片来源：Gizmag你认为这项服务靠谱么？ 1.太希望大型超市能提供这种送货服务了2.我发现了问题（评论里聊聊）3.外卖小哥要 下岗 了…… 正在加载 ...除非注明，文章均为设计癖原创，转载请注明「来自设计癖」，并给出设计癖原文链接。 侵权必究。,1
33,张锡聪说，发生事故团体为辽宁海外国际旅行社有限公司所组团，于7月12日入台，原定今日下午结束8天行程离台，却不幸发生事故，台“观光局”对此表示遗憾，将全力协助家属入台善后事宜。 他说，负责接待该团的公司为巨龙旅行社，依规定向华南产物保险公司投保“旅行业责任保险”，意外 身故 理赔200万元(新台币，下同)、家属入台善后处理费用为每人新台币10万元。 张锡聪说，巨龙旅行社自2001年成立，为合法旅行社，过去无被停权纪录；但由于该旅行社与另一间因擅自更改旅客购物行程而被停权的“柏达旅行社”为关系企业，针对该旅行社是否擅自以“柏达旅行社”名义与相关组团社、游览车公司签约，都会再调查并追究是否有行政责任。,1
34,东方网3月20日消息：日前，大众出租汽车公司向全公司15000名驾驶员发出倡议，号召各位驾驶员朋友，从我做起，文明驾驶，守序通行，携手创造一个文明驾驶、平安出行的和谐交通环境。 交警茆盛泉 牺牲 后，大众出租公司向驾驶员发出倡议:1.提高对交通法规的认识，树立违反交通法规就是违反国家法律的意识。 2.严格遵守交通法规，听从交警指挥，严格按照交通标志行驶，做到文明驾驶，按道行驶，有序通行。,1
35,上海城建燃气设计公司相关人士表示，国内天然气发展处于阵痛期，以法德为代表的欧洲天然气发达国家也都经历过。 此次研讨会希望借鉴欧洲的技术与理念，提高国内天然气使用效率、推动国内能源 结构优化 。 中国城市燃气协会秘书长迟国敬在会上透露，依托上海石油天然气交易中心这一平台，天然气企业之间的交易将从场外移至场内，大部分供应量从现货变为期货，这将有利于企业的运营安排，并建立起新的商业模式。,1
36,卧室，大家第一眼看到会不会觉得太过单调了，其实不，主要是在细节方面，看床头后面的墙，是有经过专门设计的哦。 还有两边的床头灯，大家细看一下和其他的有没有什么区别，窗帘是用的纱帘，更能增添一些浪漫的气氛， 主卧 卫生间 和淋浴室。 。,1
37,【环球网报道记者翟潞曼】据俄罗斯“卫星”新闻网7月19日消息，俄罗斯总统新闻秘书佩斯科夫表示，克里姆林宫对英国首相特雷莎·梅有关来自俄罗斯方面威胁的言论 表示遗憾 ，并希望客观事实能够战胜主观看法。 佩斯科夫在对英国首相有关俄罗斯的言论进行评论时说道：“克里姆林宫对这些言论感到遗憾，看来首相女士还没有完全了解国际事务。,1
38,我一看，马上打电话给朋友：哥们儿你QQ被盗了，找我借钱来着！ 电话那边沉默半天，说：“其实那是我本……”没等他说完我就把电话 挂了 。 太可怕了，手机都被偷了，这实在是太可怕了！,0
39,”、“看了照片一定又是你吧”，使该女不得不抢在当事人徐峥开口前，抢先撇清这次被拍到的照片中女子不是她。 据悉，2012年被拍到徐峥 同房 的白衣女子名叫王熙然，当时狗仔拍到两人并肩而行，徐峥突然间搂了女方纤腰，令人联想两人关系匪浅。 之后徐峥与白衣女进入饭店长达8小时，引发网友热烈讨论。,1
40,心梗是老年人健康的头号杀手，发病快，病程短，治疗时机稍纵即逝，考验的是医院的责任心。 日前，昆山法院审结一起因医院疏忽贻误患者最佳治疗时间，致使患者遗憾 离世 的医疗纠纷。 去年一天早上6时左右，张大爷晨起感到身体不适，出现胸闷、呕吐、出虚汗等症状。,1
41,用他的话说，就是男生不能没面子。 电话里琪琪问我，辉哥找没找我，我搪塞了半天，想尽办法转移话题，最后还是没逃过去，告诉她辉哥找我了，她在电话那头嗯了一声，就把电话 挂了 。 我打给辉哥，告诉他给琪琪打个电话，他就是不打，告诉自己没错。,0
42,关注动物搞笑逗逼就来动物搞笑gif动图吧！ （微信id：dwydb168） - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 大型贵宾犬，有着玩具般外貌的它十分可爱不过打理起来也是相当要有耐心的（邻家女孩视感） 由于它那柔软的毛发，和俊俏的外貌主人喜欢把它们打造成各种各样的造型漂漂亮亮的出门 它们的个头也是比其他小型的狗狗大很多甚至跟小主人放在一起看个头都要一样高了 书包放在它旁边根本不值得一提啊 主人抱起来它也是相当吃力的 这明显是标准的 家庭主妇 站立起来简直就像一个人（大晚上我一定会被吓到的） 别看它个头那么大其实它也是个粘人的乖宝宝而且它还非常的聪明会按照主人的指令做很多事看到这里大家一定会想到（这么大的泰迪，那么……如果……）其实不要把泰迪想成那么污很多狗狗同样会有这样的表现的这是属于正常的现象！,1
43,它主要是由直路所组成，不过却被数个很慢的弯所干扰。 像蒙扎一样，弯中的抓着力将会因为直路的速度而 牺牲 。 车队们都会采用较硬的悬挂调校和低下压力。,0
44,只要不是他们自己故意去耍帅，其实一切的姿势都是可行的。 可惜的就是摩羯座的人往往喜欢自己作死，以 牺牲 自己的形象去博得旁人一笑。 而且最主要的是，摩羯座的人但凡是做着这样的行为，自己还不自知，还以为自己有多么的帅气呢，实际上身边的人就差捧腹大笑了。,0
45,当地时间10月13日晚7点，泰国宫务处公布最新消息指出：泰国普密蓬国王于10月13日下午15时52分在曼谷诗里叻医院因病 驾崩 ，享年88岁。 泰王驾崩，近期前往泰国需谨慎泰国作为深受我们喜爱的旅游目的地，泰王驾崩后全国哀悼。,1
46,撒贝宁曾透露过，《今日说法》的标准是讲错一个字罚50元，而他最多一个月被扣了800元，而且央视节目组往往实施连坐制，主持人犯错，主任也会被扣钱。 而到了《新闻联播》这个级别，处罚措施就更加严格，主持人的口误会被分A、B、C、D四类，最严重的A类错误号称“就地死亡法”，如果出现无法挽回的错误，主持人当天播完新闻，第二天就得 下岗 。 《旅居烟台》是由搜狐焦点网烟台站打造的集烟台本地资讯、房产信息以及吃喝玩乐衣食住行一体的客户端平台。,1
47,这样更适合搭配而且换衣服也比较方便。 3、如果选择的婚纱是短款的露腿的，那么 下身 可能就必须穿与肤色同色的长袜了，虽不抵寒，但至少比不穿好一点点！ 4、上身无论如何都不要选择套头的，尤其是高领，因为在你穿脱之间很容易把脸上的妆面弄花影响造型，在选择开衫的最好的。,0
48,更多关于陈木木，请加微信：wzcg666商务电话：18324263659▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁待产检查：胎儿被脐带绕颈4圈以上今年26岁的刘某，上月，她来医院产科做最后一次产前检查，当时发现腹中胎儿已被脐带绕颈2圈，医生建议她回家多注意观察。 10月18日上午，已超过预产期5天的刘某来到医院，医生为她 挂了 B超急诊。 可待检查结果出来，医生也被吓得不轻。,0
49,原标题：三亚今年将建73座旅游厕所 环境优美的三亚旅游厕所。 记者从三亚市旅游委了解到，为加速推进厕所革命，完善旅游公共服务，今年三亚将加快建设73座旅游厕所，方便市民和游客“ 如厕 ”。 厕所是人类文明的尺度，也是衡量一个度假目的地旅游服务的重要指标。,1
50,萧淑慎 萧淑慎以歌手身份成名后又开始了演艺事业，可惜她在事业如日中天之时，却染上吸毒嗑药的恶习。 在勒戒所戒毒期间，整个人爆肥十一公斤，瓜子脸、尖下巴也全都不见了，连引以为傲的 胸部 都下垂缩水了。 韩庚 当年韩庚在韩国生活的也不容易，没卖出一张唱片所得只有五分钱，而这点微薄的收入还要寄一部分回家里，如此简朴生活让粉丝们心疼不已，于是粉丝会经常买一些东西给他，帮他节省开支。,1
51,此时除了恶露不净，还有出血量时多时少，内夹血块，并伴有阵阵腹痛。 2宫腔感染可因产后洗盆浴，或卫生巾不洁，或产后未满月即行 房事 ，也可因手术操作者消毒不严密等原因致使宫腔感染。 此时恶露有臭味，腹部有压痛，并伴有发热，查血象可见白细胞总数升高。,1
52,3、 公司第一届董事会第十九次会议审议通过了公司年度报告，公司全体董事均出席会议并表决。 4、 大华会计师事务所(特殊普通合伙)对本公司2014年财务报告进行审计，出具了标准无 保留意见 的审计报告。,1
53,4月1日，2015年3月“中国好人榜”揭晓，好邻居刘光友荣登好人榜，当选为“中国好人榜”3月的助人为乐好人。 毛遂自荐 照顾智障三兄弟住在包河花园的徐云忠、刘咸友、刘咸贵三兄弟都已经年过四旬，因为智力残疾，原先一直照顾他们的父亲在2010年因为疾病 离世 ，三个智障侄子的生活无人照管。 当时的刘光友二话没说，便自荐了这份很多人都不愿意接的棘手工作。,1
54,“小白就停在外面了，今天也拜托你了。 还有急事，我先 走了 。 ”“放心吧，专业修车30年。,0
55,走访过程中，青海体彩中心工作人员每走一户就详细了解他们在农业生产以及孩子教育等方面存在的具体困难，确切掌握他们所面临的问题和重点需求，向他们宣讲国家扶贫政策和省体育局结对帮扶的决策部署，鼓励他们要自力更生，努力学习技能，依靠自己双手勤劳致富，争取早日脱离贫困。 山东、河南：为 环卫工人 送温暖 10月10日，山东淄博体彩中心携手张店区体育局开展了为环卫工人送温暖活动，为他们带去一份关怀。 活动当天，环卫工人代表在张店区的一处环卫之家接受了淄博市体彩中心送来的慰问物品，有手套、水壶、毛巾等。,1
56,第一名：李健 ;第二名：谭维维 第三名：胡彦斌 ;第四名：郑淳元第五名：陈洁仪 ;第六名：古巨基 ;第七名：萧煌奇 ;第八名：李佳薇 ;第九名：李荣浩 。 我是歌手第三季陈奕迅southmoney自首季《我是歌手》以来，陈奕迅将加盟的消息就不绝于耳，但一直未见其踪影，而此前陈奕迅在接受采访时也几度表示《我是歌手》淘汰压力太大，自己有点不敢登台，故而早前网传陈奕迅将登台帮唱时，不少网友持 保留态度 ，将信将疑。 近日，陈奕迅将以帮唱嘉宾登台的消息得到《我是歌手》官方证实，这一重磅消息顿时引发歌迷们脑洞大开的猜想，“终于知道为什么Eason四月份要在长沙开演唱会了，肯定早就算好了要去《我是歌手》”、“Eason这是提前来《我歌》试水的节奏吗，难道准备加盟下一季？,1
57,”根据民政部统计，现已确认的抗美援朝烈士共有197653名。 其中，大多数烈士 长眠 在异国他乡。 根据中韩双方达成的共识，双方将继续对在韩志愿军烈士遗骸进行发掘、鉴定，每年清明节前进行一次常态化交接。,1
58,女子因为男友和前女友联系大发醋意，男友为了表示自己是真心的，竟将前女友“送”去当“三陪 小姐 ”！ 日前，相关涉案人员被哈尔滨警方刑事拘留。,1
59,跟实体店不同，一些互联网装修公司都没有自己固定的装修队伍，而是采取网上招聘制，为了压低报价，对施工人员要求并不是太高，有些装修人员没有什么经验。 其结果是装修质量整体不高，尤其是水电线路、 洗手间 地面处理存在一些缺憾。 如果全包，对装修的耗材也不要当甩手掌柜，全听互联网装修公司的安排，而要亲自察看。,1
60,托蒂自然不用多说，结婚一年后就举起了世界杯。 而布拉西则在逐渐从意大利演艺圈退还为成功的 家庭主妇 ，人们对布拉西的最深印象莫过于那次圣雷莫演艺界上的露点事件，但在托蒂强大的磁场下，机会没有对布拉西的生活产生影响。 结婚十年，托蒂与布拉西决定在今年6月19日再办一次婚礼，而这次为他们献上戒指的奖是爱子与爱女，克里斯蒂安和香奈儿。,1
61,所以，打牢基础是一件长久的事情，需要考生多一点恒心，不可轻易否定自己。 ●坚定理想多一点信心漫漫考研路，考生们难免有时会有一种精疲力竭的感觉，周遭人的不解、正确率的停滞、知识融会贯通的困难都有可能让考生的信心“ 夭折 ”，是哭着想放弃？ 还是坚挺着继续向前？,1
62,陈乔恩郭采洁郭采洁想靠胸器抢镜，可这奇葩的造型真是不给力，还一副心机女的表情，陈乔恩笑容好甜美。 范玮琪和林依晨范玮琪在林依晨订婚宴上戴上了假发，瞬间有林依晨 姨妈 即视感。 刘雯尚雯婕刘雯不愧是国际超模，气质甩假脸尚雯婕几条街。,0
63,"▼ 虽然是一辆""摩托车""，但是车轮却和玛莎拉蒂一样，都是四个。 也许这样会 牺牲 掉一定的灵活性，但是面对如此庞大的车身必然是明智之举。 ▼ 看到这里，大家肯定会想到那部采用V10发动机的道奇战斧了，作为摩托车世界的顶级怪兽，十多年过去了，现在来看依然霸气十足。",0
64,视频里的陈乔恩，因为玩游戏玩输了，而被迫当众把自己的Bra给脱掉，虽然没有走光，但看到心中女神做出如此动作，网友直呼：不忍直视，台湾综艺一直都玩的很开啊！ 此外，陈乔恩的粉丝更是同情道：好可怜啊乔恩， 牺牲 这么大。,0
65,据悉，检控官指控斯皮尔斯毒害自己的儿子，以取得家人、朋友和医生的注意，动机诡异可怕。 辩方则反驳是院方疏忽照顾，又指斯皮尔斯是“好妈妈”，深爱儿子，对儿子 离世 感到痛心，同时对判决感到震惊。 有心理专家称，斯皮尔斯可能患上“孟乔森症候群”，即病人会通过故意伤害子女，以博取他人同情。,1
66,这些不容置疑的事实形成了足够的控诉证据，法官在马德里对这四起案件的犯罪嫌疑人安东尼奥·奥特里斯结束了审问。 根据法官的判决，该嫌疑人触犯了四条非法居留的罪行，四条 性侵 犯的罪行，以及三条伤害罪。 根据当地法律，每一次非法居留应被处于5~6年的监禁，每次性侵将被处于12~15年监禁，每次伤害罪将被处于6个月至3年的监禁，由此可得：该犯人面临的，是69.5年~105年的监狱生涯。,1
67,月工资虽然只有一千多点，但已经很开心了，主要是上班地点离家近，可以在干完活后顺便接送孙子。 ” 10月26日，在民盟云南省委联合昆明市爱心企业举办的“关爱环卫工·医疗送健康”公益活动上，来自昆明呈贡洛羊镇的59岁 环卫工人 李大妈说，自己血压高、肠胃不好，想趁这个机会检查一下身体。 民盟中央副主席、省政协副主席、民盟云南省委主委倪慧芳出席公益活动。,1
68,日本首相安倍晋三下月访问美国前接受《华盛顿邮报》专访，阐述他对日本经济、日美关系和历史问题等方面的看法。 安倍在专访中称，第二次世界大战期间的日军“ 慰安妇 ”为“人口贩卖受害者”。 这一表述引起美国和日本媒体关注。,1
69,晚上睡觉是我们忙碌一天之后最好的慰藉，所以在睡眠质量上很多人都非常的看重，不过个人的习惯不同，睡觉时也会大有不同，比如有的人喜欢裸睡，有的则不习惯，关于睡觉时是否要将身上的配饰取下来，很多人的做法也有不同，除了个人习惯之外，有的一些饰品本身是否要摘下是有禁忌之处的，下面我们就来了解一下貔貅晚上睡觉可以带吗？ 我们想要知道貔貅晚上睡觉可以带吗这个问题，就要了解貔貅的佩戴禁忌，了解了貔貅的佩戴禁忌，貔貅可以带着睡觉吗问题迎刃而解，其实貔貅随身佩戴能够更好的与我们的磁场相契合，也可以更加好的帮助我们招财，随身佩戴貔貅饰物也可以帮助我们辟邪化煞，保护我们的平安，因此貔貅是可以带着睡觉的，不过我们要注意的是我们 房事 的时候是不能带貔貅的，要把貔貅取下，洗澡的时候也是要取下的。 关于貔貅晚上睡觉可以带吗这个问题，不能佩戴貔貅的情况上面我们已经提到了，除了上面说到情况以外，我们如果有睡觉是佩戴饰物的习惯，佩戴着睡觉也是没有关系的，不过由于每个人的生活习惯不同，可能会影响到我们休息时的舒适感，同时也容易造成貔貅的损坏，所以在睡觉的时候我们可以将貔貅取下，放在干净平稳的地方才最为稳妥。,1
70,仪式结束后，遗体将被移至万礼火化场火化，并举行私人葬礼。 李光耀辞世消息传出后，多个国家和国际组织领导人表达对李光耀 逝世 的哀悼。 联合国秘书长潘基文说，李光耀是亚洲的传奇人物，因其强有力的领导和政治广受尊敬。,1
71,三星Note 7其实是一款比较有创新性和科技性代表的产品，首创的虹膜识别、全面升级的S pen手写笔、IP68级别的防尘防水等功能和配置，无疑都说明了三星在研发、制造和创新性的能力和水平。 但奈何“天妒英才”，这样一款旗舰机皇中途 夭折 ，不禁另许多人感到惋惜。,1
72,”小李赶紧报了警。 虽然人跑了，但宿舍楼道内的监控却录下了这名光着上身， 下身 只穿一条短裤的男子。 众人仔细一瞧，这人竟是公司里的朱某。,0
73,老婆是一切，我愿撒热血。 为了老婆好， 小姐 可别找。 老婆一生气，让着又咋滴。,1
74,据新华社电近期个税改革再度成为热点，针对有观点称“年收入12万元以上被定为高收入群体，要加税”，多位熟知个税改革的财税专家昨日回应说，这一观点是误读，纯属谣言，12万元不是划分高 低收入 人群的界限。 国家税务总局税收科学研究所所长李万甫说，被热炒的“年所得12万元”概念实际出自我国实施10年的个税纳税人自行申报制度。,1
75,活动现场，一款全封闭电动扫地机引人注目，生产企业的工作人员在现场演示一番，关上窗后，驾驶室为全封闭。 “这款扫地机的一大不同，就是驾驶室内有空调，以后 环卫工人 在清扫时不用受太阳酷晒。 ”南宁南机环保科技有限公司（原南机厂）副总经理李锡庆介绍，该款电动车扫地机属于第六代了，于去年刚投入使用，目前在南宁机场T2航站楼、广西体育中心、南宁东站及北海市开始使用，每小时可清扫1.6万平方米，作业中有喷洒水配置，避免了清扫时扬尘二次污染。,1
