,text,label
27,并且这种命硬的人的往往个性和自我意识也是很强的，多数比较固执自我，男子则容易大男子主义，但是寿命一般比较长，一生少病，有病也是大难不死。 一些老人，儿子女儿全都 不在了 ，自己却如夕阳中的松树依然健旺。 电视剧《大宅门》中的主人公白景崎，应该算是这种意义下的典型的命硬的人，他不仅一生富贵，还长寿，屡次大难不死，还具备有独特的个性和气质，充满豪气。,1
28,消息一出，不少网友慕名前往围观，“不是说‘不换歌就换人’针对的不是邓紫棋吗？ 那你们为什么把人换 走了 哈哈？ ”也有网友为黄绮珊、杨宗纬和alin的到来夹道欢呼，“以一换仨，值！,0
29,青岛早报体育部主任马洪文23日因病抢救无效 离世 。 他众多的生前好友，都通过网络发表了纪念文章，寄托哀思。,1
30,案例一：你以为指纹解锁很安全？ 以前我们不管是手机桌面解锁还是手机支付都习惯输入密码，但是现在我们有了更快捷的方式，指纹一键解锁和指纹一键支付，少了好几个步骤，特别 方便 ，而且还感觉特别酷，可是你有想过这安全吗？ 有人说，当然安全，手指在自己的手上，除非你砍断我的手指，不然怎么可能解锁。,0
31,"""打造最安全、最可靠、最满意、最快捷、最具影响力的大学生假期求职服务平台""是假期工招聘网的使命！ ******************************************招聘电话：15890369773 崔经理求职QQ：528257179 164858079个人微信咨询：15890369773（搜索添加个人微信， 方便 交流咨询）微信公众号：hsjjob（关注微信公众号，求职更方便哟）招聘网址：www.hsjjob.comwww.hsjjob.cn寒假工招聘 / 寒假工招聘 / 假期工招聘 / 寒假工招聘网2017寒假工招聘专场： http: / / www.hsjjob.com / 2016hanjiagong.html2017假期寒假打工，请了解了假期工招聘网后再做决定",0
32,晚报讯2014年7月19日上午，胶州籍汶川交警在处理交通事故时不幸 牺牲 。 时隔两年，李富龙的遗骸昨天安葬在了胶州市烈士陵园。,1
33,车子不带安全气囊？ 自带个 大号 的，气囊、气帘都有了全身360°保护。 这么强大的防盗功能，敢问哪个小偷还敢下手！,0
34,神经纤维瘤具有遗传性，患者从出生开始，肿瘤就会不断恶性生长，很多患者不到20岁就要经历5次以上的大型手术治疗，被称为“比癌症更可怕的疾病”。 如果治疗不及时，患者轻则会有面瘫、耳聋、 失明 等并发症，重者随时都会有生命危险。 而且，治疗费用高昂，单次大型手术的费用高达七八万元。,1
35,2、平卧，用手推进自个腹部的肉肉进行运动，有条件的也可以跳肚皮舞，作用相同。 3、按摩耳穴，对耳穴进行按摩，可以调理人体的生理功能，对女人 例假 失调、内分泌失调以及胃口亢进有极好的处理作用。 我是减肥瘦身膳食专家，更多减肥建议加微信13326870763赠送《郑多燕减肥天书(绝密完整版)》、《跑步圣经》、《运动营养与健康和运动能力》、《营养圣经：最佳营养学实用指南》、《减肥5公斤就要这样吃》、《女子减肥塑身4周方案.彩图版》、《办公室保健小动作》等50多部减肥瘦身书供你参考，帮助你健康瘦身。,1
36,2013年6月21日早高峰期间，地铁青年公园站C出口的一段监控录像显示，一位穿着白色T恤的男子反复乘坐地铁站扶梯，两次分别尾随两位穿短裙的女子，把手机伸到女子裙底下方拍摄。 一位民警告诉记者，如今随着技术发达，夏季经常会接到一些女孩报警，称有人用设备偷拍自己的 私处 。 “这种事很难处罚，因为法律没有明文规定，而且很难取证，最多就是说服教育，道德上谴责一下就完了。,1
37,虽然燃气得放点冷水出来，但是装个热水循环就行了。 11、 卫生间 。 干湿分离很重要，就算没有独立干区，浴帘总归是要有的。,1
38,特殊号码种类很多比如尾号相同、全同号、豹子号、进位、顺号、生日号、对称号等等十几种特殊号码。 例如：1 、小号或 大号 ，小号的更受关注。 人民币纸币其编号多是七八位数，在数字的排列上就会出现一些非常有趣的现象。,0
39,男子刘军（音）因为常和前女友联系，引得现女友不满。 为了表示忠心，刘军竟然将前女友送去当 小姐 。 7月，刘军以有事为由将前女友董倩（音）约出来，并和现女友沈云（音）找了两个朋友劫持董倩。,1
40,4月1日，2015年3月“中国好人榜”揭晓，好邻居刘光友荣登好人榜，当选为“中国好人榜”3月的助人为乐好人。 毛遂自荐照顾智障三兄弟住在包河花园的徐云忠、刘咸友、刘咸贵三兄弟都已经年过四旬，因为智力残疾，原先一直照顾他们的父亲在2010年因为疾病 离世 ，三个智障侄子的生活无人照管。 当时的刘光友二话没说，便自荐了这份很多人都不愿意接的棘手工作。,1
41,扬子晚报网10月27日讯今年40有余的李强(化名)，是淮安市某企业老总，但他有一个癖好：利用聊天软件与女网友见面发生关系，而且喜欢用手机或车载记录仪拍下这整个过程。 家住淮安市涟水县城的张丽(化名)与他认识后，喝了他一瓶加了药的饮料后被其在车内 性侵 ，待张丽清醒后，便向警方报警，让张丽不知道的是，李强将车载记录仪翻转过来，记录下整个性侵过程，而警方随后在李强的手机里还发现他与多名女性几十部不雅视频，记者27日从淮安市涟水警方了解到，目前，李强已被警方羁押，警方正在寻找其他受害人，案件仍在进一步调查之中。 今年27岁的张丽在涟水县城一超市上班，丈夫平时在外地工作，很少回家。,1
42,提醒：在外出行时提前准备好纸巾和小垃圾袋，避免随地吐痰、扔垃圾。 带孩子出行的游客，应多留意或询问当地的公共 洗手间 ，需要时可以尽快找到。 （叶欣）,1
43,今年5月中旬，李某某称要治疗此病需要“圆房”，得到奶奶唐某某的同意。 5月30日，唐某某带王某到李某某家先进行“化水”叫王某喝下后，李某某和唐某某将王某带往李某某家附近的小山上，唐某某途中停下，李某某继续将王某带至一小树林后，对王某实施了 性侵 。 此事发生后，王某甚感愤懑，心情极度抑郁，遂产生轻生念头，想以死证明自己清白。,1
44,陈乔恩郭采洁郭采洁想靠胸器抢镜，可这奇葩的造型真是不给力，还一副心机女的表情，陈乔恩笑容好甜美。 范玮琪和林依晨范玮琪在林依晨订婚宴上戴上了假发，瞬间有林依晨 姨妈 即视感。 刘雯尚雯婕刘雯不愧是国际超模，气质甩假脸尚雯婕几条街。,0
45,???为什么我只想笑，既不想评价那女的，也不想评价那些男的; - @Sarah0831_W - 膜拜，膜拜，膜拜，史诗级多线程优化操作 - @七七四拾玖 - 我很想知道这20多个男朋友是怎么过的夜生活。 - @LIEMOCH利马赫 - 还算有点良心，毕竟不是找每个男人要套房 - @我喵到你们了 - 在事件酝酿爆发后，网友“傲娇的乔巴”在天涯论坛爆料自己是小丽的公司同事，“事情发生之后公司的人都在讨论，我们都不敢想象她居然是这样的人，平时性格挺开朗的，人缘也蛮不错的，但是想不到居然为了钱可以做出这样的事情，听说公司打算 辞退 她了”。 目前，诸多媒体也开始对此次事件进行报道，不知道该女子的男友看到这一系列的新闻时会作何感想。,1
46,课程内容有装扮纸杯蛋糕、妙味月饼、惊险的万圣节以及圣诞手工创作等。 洲际小行家@千岛湖洲际度假酒店酒店内专为小客人而建的小型度假天地，让小宝贝沉浸在属于自己的世界里，连 洗手间 都是迷你版的，童话故事般的小门、小洗手台、小马桶，连墙上和镜子都有成群的魔幻小彩鱼在畅游。 湖上全日餐厅和行政酒廊内有儿童用餐区，皮制圆形无棱小桌子和小椅子，可以拆卸拼成汽车、飞机等玩具的儿童菜单，堆积木。,1
47,还要到办事大厅排队?在微信上就能搞定啦！ 办业务自己想“点“就“点”为进一步 方便 职工查询和办理住房公积金业务，即日起，东莞市住房公积金管理中心正式开通“东莞公积金”微信公众号及自助服务一体机！ 微信办理公积业务操作指引?关注“东莞公积金”微信公众号； ?公积金提取东莞市缴存职工已开通了个人自助服务的，可申请办理租金、装修费及物业管理费等部分提取业务，业务审核后资金自动划转。,0
48,小火柴幸灾乐祸地对蒲公英说：“哈哈，你这傻逼原来是个戴假发的秃子啊！ ”蒲公英说：“你有病吧，老子现在秃又怎么样，我种都播完了，你特么 干柴烈火 的找到对象了么？ ” 我小侄女问他爸爸说：爸爸，爸爸，我是你的什么啊？,0
49,” 优质服务赢得群众满意专家们用专业的知识赢得了现场居民的阵阵赞扬，同时天塔社区居委会也准备了其他便民活动，让此次义诊在欢快的气氛中进行。 此次世界保健日社区健康义诊活动不但 方便 了群众在家门口问诊就医，让居民足不出户就可以享受免费的医疗与服务，更是为了提高社区居民的健康知识水平，增强居民的健康保护意识，让更多的居民了解合理健康生活的重要意义。 社区安排为老人免费理发津门中医院王院长表示：作为红十字会员单位和惠民就医诚信单位，我们将不遗余力的为广大社区居民做好医疗健康服务，打破围墙建医院，不仅仅是在口头上，还要落实到实际行动中去，像这样的活动我们要经常做、坚持做，这不仅方便了广大人民群众就医，普及了医疗健康知识，更是社会主义核心价值观的直接体现！,0
50,”贾西还将AWS的整个功能以及快速创新步伐及其巨大的合作生态系统看作是摧毁其它竞争对手的重要原因。 不过，在其竞争对手花费了很长时间才认识到云市场的巨大潜力这样的事实面前，贾西也摇头 表示遗憾 。 贾西还表示，“对我和整个团队而言，最大的一个惊奇就是，其它云服务供应商到底花费了多长时间才打造成这样的服务。,1
51,你肿么了！ 台湾歌手张惠妹近日也登上搜索榜榜首，因其身材 发福 走样。 张惠妹现身内地一档歌唱节目时，发胖的脸颊和臃肿的腰身让粉丝们大跌眼镜。,1
52,在家练习被赶出家门，在办公室练习被 辞退 ，在广场练习被大妈报警抓。,1
53,【概要】收录其全部小说及书画作品作为一个被谜包裹着的朦胧诗人，顾城自1987年移居海外直到1993年 去世 ，此间大量小说、诗歌、散文等作品均不为国内读者熟知。 记者近日从金城出版社了解到，经过近十年整理，《顾城海外遗集》将陆续由金城出版社出版。,1
54,”记者俯身试图撕掉小广告，但它被胶水粘得很牢，根本撕不掉。 采访中，不少市民表示，之前是“包 小姐 ”的小招贴，现在“包小妹”又来了，这种野广告太露骨，出现在人流密集的公共场所很不应该，希望相关部门及时清理。,1
55,除了是这一系列的第七部以外，《速度与激情7》也是主演保罗·沃克的遗作。 谈到保罗·沃克，与他合作多年的老友范·迪塞尔情绪也明显低落下来，他坦承，在保罗·沃克意外 离世 之后，一切都变得不一样了，而这部电影也变得更加不同。 “这是我们献给保罗的电影，他将以最优雅的方式，与我们转身告别。,1
56,晚上睡觉是我们忙碌一天之后最好的慰藉，所以在睡眠质量上很多人都非常的看重，不过个人的习惯不同，睡觉时也会大有不同，比如有的人喜欢裸睡，有的则不习惯，关于睡觉时是否要将身上的配饰取下来，很多人的做法也有不同，除了个人习惯之外，有的一些饰品本身是否要摘下是有禁忌之处的，下面我们就来了解一下貔貅晚上睡觉可以带吗？ 我们想要知道貔貅晚上睡觉可以带吗这个问题，就要了解貔貅的佩戴禁忌，了解了貔貅的佩戴禁忌，貔貅可以带着睡觉吗问题迎刃而解，其实貔貅随身佩戴能够更好的与我们的磁场相契合，也可以更加好的帮助我们招财，随身佩戴貔貅饰物也可以帮助我们辟邪化煞，保护我们的平安，因此貔貅是可以带着睡觉的，不过我们要注意的是我们 房事 的时候是不能带貔貅的，要把貔貅取下，洗澡的时候也是要取下的。 关于貔貅晚上睡觉可以带吗这个问题，不能佩戴貔貅的情况上面我们已经提到了，除了上面说到情况以外，我们如果有睡觉是佩戴饰物的习惯，佩戴着睡觉也是没有关系的，不过由于每个人的生活习惯不同，可能会影响到我们休息时的舒适感，同时也容易造成貔貅的损坏，所以在睡觉的时候我们可以将貔貅取下，放在干净平稳的地方才最为稳妥。,1
57,1、隔夜外盘：欧美股市双双收涨美元震荡原油大幅收涨2、习近平：加快形成军民深度融合发展格局切实打造龙头工程3、9月份QFII新开21个A股账户创年内新高4、新能源汽车补贴新政望10月落地预期今年少卖20万辆5、全国税收19个月来首现 负增长 营改增减税效果明显6、交易所204份监管函解密：严抓业绩变脸、承诺不兑现7、房企融资政策或收紧 监管层正制定房企发债新标准8、国资投资运营公司组建提速 试点企业改革也将步入落地期9、监管层要求公募新1月内不宜上报超过10只10、商务部欢迎WTO针对美国反倾销措施所做裁定每日最新股市操作指南和涨停板预测都会在我的微信公众号：证眼看盘里公布，扫描下方二维码（或搜索微信公众号：agu819 ），你会得到不一样的惊喜！,1
58,初中女生认错男友遭 性侵 嫌犯有多次性侵记录中新网4月10日电据台湾“东森新闻云”报道，台湾一名男子过去有多次性侵记录，被判刑后却未入狱服刑，遭到法院通缉。 他在逃亡期间，结识一名初中少女，他去电约少女碰面，少女没分辨出口音，以为对方是男友就赴约碰面，之后遭对方性侵；法院判男子7年1个月徒刑。,1
59,摘要：盘点美女明星今昔对比照，女神王祖贤整形失败容貌走形；刘亦菲 发福 脸圆腰粗；张柏芝干瘪容貌显老态；李若彤面部僵硬美貌不再……. 王祖贤今昔对比照：王祖贤旧照瓜子脸，浓眉大眼如今来看依旧美极了，在那个没有整容和PS的年代，这张脸让多少人着迷，可是女神如今也变残了，整形驻颜失败，面部变得僵硬，皮肤紧实得好像塑胶。 刘亦菲今昔对比照：刘亦菲早起的古装剧照又仙又美，可是如今整个人都发福了，从头到脚都圆滚滚的，肉嘟嘟的脸蛋，不及当年清秀，女神还长出了双下巴。,1
60,跑步是时长最大的户外运动，参与此次线上马拉松，享受跑马的“自由”、展示个性路线，这些不是最重要的，响应并参与此次线上马拉松，通过自身行为，宣传对艾滋病患者的关爱，作为每一个个体，勇于展示自己对公益活动的支持，才是此次线上马拉松应有的意义。 咕咚自创办线上马拉松以来，除了积极打造个性化的跑马路线，充分调动跑友的参与力度，还积极投身到公益行为和公益活动中，唤起更多的人对社会现象、 特殊人群 的关爱。 如2016年的“月跑一善”活动，“善行者”线上线下活动，以及和鲁迅文化基金会合作的“鲁迅文化线上跑”，都在促进运动和社会公益结合，为社会公益创造影响力。,1
61,必先有人格，而后才有画格；人无品格，下笔无方。 秦桧并非无才，他书法相当不错，只因人格恶劣，遂令百代世人切齿痛恨，见其手迹无不撕碎 如厕 或立时焚之。 据说留其书不祥，会招祸殃，实则是憎恶其人，自不会美其作品了。,1
62,活动现场，一款全封闭电动扫地机引人注目，生产企业的工作人员在现场演示一番，关上窗后，驾驶室为全封闭。 “这款扫地机的一大不同，就是驾驶室内有空调，以后 环卫工人 在清扫时不用受太阳酷晒。 ”南宁南机环保科技有限公司（原南机厂）副总经理李锡庆介绍，该款电动车扫地机属于第六代了，于去年刚投入使用，目前在南宁机场T2航站楼、广西体育中心、南宁东站及北海市开始使用，每小时可清扫1.6万平方米，作业中有喷洒水配置，避免了清扫时扬尘二次污染。,1
63,新华网北京5月23日专电（记者白瀛）在北川羌族自治县原副县长兰辉因公 殉职 一周年之际，反映其生前事迹的电影《兰辉》23日在北京人民大会堂首映。 2013年5月23日，兰辉带病到北川检查道路交通安全工作，在唐家山堰塞湖环湖路下车换药时因公殉职。,1
64,妇女儿童发展部长Maneka Gandhi的支持态度最强，也是第一批建议更改地板清洁剂的人士之一。 据《印度时报》报道，Gandhi 小姐 本月还写过一封信催促内阁将苯基(phenyl)清洁剂替换成“gaunyle”(牛尿清洁剂)。 “我请求你们将目前你部使用的对环境有危害的苯基清洁产品替换成Gaunyle。,0
65,在中国的古代，对桌案有着严格的等级划分制度。 比如，供桌供案主要应用于纪念 仙逝 长辈和敬供先人；八仙方桌主要应用于接待重要宾客，例如“请上坐”指的是八仙方桌朝南的左边位子；园桌主要应用于家人共餐，一家团圆之意。 圆 桌 方 桌 八仙桌 月牙桌 琴 桌 供 桌 供 案 床 榻床榻的历史可追溯至神农氏時代，那时还只是专供休息与待客所用的坐具，直到六朝以后才出现高足坐卧具。,1
66,只有半岁的先天性白内障患者小洛阳术后重见光明，他的父母都是 失明 人士。 深圳特区报记者许业周摄 接受复明手术的小何（左二）参加了启动仪式。,1
67,要点6走夜路时，不要低头玩手机或戴耳机听音乐，时刻注意周围环境的变化，有所防范，才能减少损害。 要点7不要和陌生人去包厢性质的封闭性场所，不要和陌生人去酒吧、迪厅等吵的听不见呼救的娱乐性场所，不要接受陌生人的烟酒糖茶，从 卫生间 回来不要喝离开座位时剩下的半杯酒，吃饭、喝茶、泡吧时不要被人堵坐在里面的位置。 要点8在陌生城市迷了路，尽量用手机导航，问路也要多问几个人，尽量不要让陌生人领路，你也不知道他会把你领到哪里去。,1
68,上海城建燃气设计公司相关人士表示，国内天然气发展处于阵痛期，以法德为代表的欧洲天然气发达国家也都经历过。 此次研讨会希望借鉴欧洲的技术与理念，提高国内天然气使用效率、推动国内能源 结构优化 。 中国城市燃气协会秘书长迟国敬在会上透露，依托上海石油天然气交易中心这一平台，天然气企业之间的交易将从场外移至场内，大部分供应量从现货变为期货，这将有利于企业的运营安排，并建立起新的商业模式。,1
69,敢袭警2 I - NEED - AV啧啧，不愧是性都啊，喷啊喷！ 10 明朝伪君子真的假的0 翠绿色Λ.Λ小青蛙充分体现出天朝人民对国家警务人员的不满8 星期866S法不责众6 一颗榴莲枪里放点 姨妈 液4 可芒 这居然是我大天朝 当街枪袭我民警 太无法无天了4 孩儿他爹RFC有没有里边放尿的2,1
70,发生在1979年的对越自卫还击战中，有很多军人为了保家卫国献出了宝贵的生命，其中共有46位东莞籍烈士，每逢清明时节，当年参加过这场战争的老兵们都会带着儿孙来祭扫烈士，为战友们献上一枝花，斟上一杯酒，表达对战友最深情的思念。 记者 康雷科：“在我身后就是东莞78桂林战友互助会的100多位老兵，今天他们来到这里，带着自己的家人，一起来缅怀曾经跟自己战斗过得，为祖国而 牺牲 的亲爱的战友。 ”东莞78桂林 老兵：“每年都来见战友了，他们为国贡献过，我们作为战斗过下来的战友，就非常怀念他们了。,1
71,“那她在上学的地方办也需要户口本吗？ 因为家里的户口本所有人都在一起，寄过去不 方便 。 ”“她已经17岁，在那边办不需要，只用带着身份证就可以了，16岁以下才需要户口本。,0
72,4.更受异性的喜欢有了好的身材，对于一个女生就是绝对的优势，不仅仅是生活、工作、还是交际上，不信的话可以看看你身边的朋友吧。 5. 夫妻生活 更加和谐一直关注塑形者的朋友们都应该知道，塑形者曾经发过一篇有关健身与性能力的文章，健身不仅仅可以让男人能力提升，女生也是一样的道理，我想你懂得~【趣味测试：极度恐怖诡异的图片！ 一般人是看不出的】这张照片看似普通，其实有很多诡异之处，你看出几处了？,1
73,商报讯（实习记者廖一）记者昨日从娘热乡阿坝林卡社区居委会获悉，为积极响应落实上级要求开展“在职党员进社区”的活动，近日，阿坝林卡社区居委会组织开展了在职党员“牵手” 低收入 家庭的活动。 3月24日上午11时，在阿坝林卡社区居委会的组织下，高争建材股份有限公司的12名在职党员以及区社体中心的19名在职党员，对阿坝林卡社区居委会辖区的25户低收入家庭进行慰问，此次两家的在职党员共募捐了6400元，在卓玛书记的带领下，两单位的代表把这笔情义满满的捐款发放到了这25户低收入家庭的手中。,1
74,这几天天气逐渐降温，为保暖，杭州市民李 小姐 赶紧把压箱底的厚衣服通通翻出并穿上。 没想到，才穿两天，李小姐身上便出现了一个个红色的大疙瘩，而且奇痒无比。,0
