text,label
"Bo tilẹ jẹ pe ki i ṣe Naijiria ni iṣẹlẹ yii ti waye, ṣugbọn ẹkọ nla ni yoo jẹ fun awọn firi nidii ọkẹ, alọ-kolohun-kigbe, awọn oloju ko-mu-o-lọ. Awọn ọrẹ meji kan ni wọn lọọ ji maaluu obinrin kan, ni wọn ba gbe e sa lọ. Niyẹn ba bẹ awọn alagbara aye lọwẹ, o ni ki wọn ba oun wa maaluu oun ti wọn ji lawaari. Nigba ti oogun abẹnu gọngọ yoo si dahun, niṣe ni oyin bẹrẹ si i ta awọn ọrẹ meji ti wọn ji maaluu yii. Ọwọ ti wọn fi fa maaluu naa ni oyin ṣuru bo, lo ba n ta wọn kikan kikan. Nigba ti wọn ko gbadun ara wọn mọ, to jẹ bi wọn jokoo, oyin yoo ta wọn, bi wọn bẹrẹ, gigan loyin n gan wọn, ni wọn kọri sagọọ ọlọpaa, wọn lọọ da maaluu ti wọn ji pada, wọn leyii ti oyin ta awọn yii ti to gẹ.",1
"Ninu alaye ti Alukoro ileeṣẹ ọlọpaa ipinlẹ Ogun ṣe ninu atẹjade to fi sọwọ s’ALAROYE lọjọ Aje, Mọnde, ọjọ kẹwaa, oṣu Kẹwaa yii, o ni gẹrẹ tawọn firi nidii ọkẹ alọ-kolohun-kigbe ẹda naa ṣiṣẹẹbi wọn tan lawọn aladuugbo kegbajare wa si teṣan ọlọpaa Igbeba, oju-ẹsẹ si DPO teṣan naa, CSP Musiliu Doga, atawọn ọmọọṣẹ ẹ ti lọ sibẹ, wọn gba, fi ya awọn adigunjale naa, wọn le wọn gidi.",1
ti ba gba e mu olori nla,1
"Yee,Jowo Ma Se Mi Lese,Oo Pami Oo Ti Iwo Obinrin Ba Npariwo Be Lasiko Dido 🍌👉👌 Kinni Ki Okunrin Yen Se?🤷",0
Mo fe ba e ni ibalopo tori pe mo nife e,1
Òní Iya Ibadan ń ṣe ọjọ́ ìbí. Iya Ibadan àti tá ni ẹ fẹ́ máa rí pọ̀ nínú eré?,0
"Téèyàn bá ń ro ìgbẹ̀yìn ọ̀rọ̀, ìyẹn ohun tó lè jẹyọ nídìí wíwo ohun tó ń mú ọkàn fà sí ìṣekúṣe, á rọrùn fún un láti kórìíra ìwàkíwà yìí. Ìwádìí kan tí wọ́n gbé jáde láìpẹ́ yìí ní Ilé Ẹ̀kọ́ Yunifásítì kan lórílẹ̀-èdè Amẹ́ríkà fi hàn pé àwọn kan tí wọ́n máa ń wo àwòrán ìṣekúṣe “máa ń ní ẹ̀dùn ọkàn, wọ́n máa ń fẹ́ dá wà, àjọṣe wọn pẹ̀lú àwọn ẹlòmíì kì í gún régé,” ọ̀pọ̀ nǹkan ìbànújẹ́ míì sì máa ń ṣẹlẹ̀ sí wọn. Bá a sì ti sọ ṣáájú pé wíwo ohun tó ń mú ọkàn fà sí ìṣekúṣe kì í mú inú Ọlọ́run dùn, ó tún máa ń fa aburú tó jù bẹ́ẹ̀ lọ. Kì í jẹ́ kéèyàn lè sún mọ́ Ọlọ́run.",1
"Labe Ofin Mose, ti okunrin kan ba fipa ba odobinrin to ti ni afesona lopo ni “inu oko” ti ... ó sì ṣàgbèrè, torí pé ṣe ló “fi agbára mú un, tó sì bá a sùn.",1
Arabinrin Tolani Ranti Ajayi sọrọ ni kikun lórí igbagbọ awọn eniyan lori ohun to le ṣẹlẹ si obinrin to ba n ni ibalopọ lasiko to wa ninu oyun.,1
"Àwọn alaṣẹ sọ pe agbegbe Lee, nibi ti iji lile naa balẹ si lọjọ kejidinlọgbọn, oṣu Kẹ̀sán-an, ti ni akọsilẹ eeyan mọkandilọgbọn ti kokoro aifojuri 'bacteria' ọhun ti ran.",0
Ibalopo Okunrin si Okunrin yii je nkan to lewu pupo gege bi “se” Gbogbo iwe ijoba ati adani gbodo ko awon akeko won lati lodi si iwa yi. ,1
e rora  o iya ibeji,1
Lapa pupa odara fun jedijedi pelu ewe efirin papo,1
"Ìgbìmọ̀ amúṣẹ́ṣe ààrẹ lórí Covid-19 (PTF), ìyẹn ìgbìmọ náà wà fún sísọ ìlànà ètò ìjọba láti dẹ́kun ìtànkálẹ̀ ààrùn Covid-19, ti fí nọ́mbà ìwé ìrìnà ènìyàn ẹgbẹ̀rún ti kò tẹ̀lé ìlànà ìjọba lórí ìrìn àjò síta.",0
"Gbenga sọ fun ileẹjọ pe ni igba to oun gbe oloogbe de ile wosan Epodo, o gbe iyawo rẹ wọle, to si n pe fun iranlọwọ pe wọn ti yinbọn lu iyawo oun.",1
Oniranu ni bobo yen,1
"Kagba owo koto tabi owo kobe, iyen common si gbogbo olopa ni Nigeria",1
"Tata ni ounjẹ awọn ara Uganda, eleyii ti wọn ti yii lata. Wọn a ma jẹ ẹ pẹlu ọti waini.",0
ACF Gbóríyìn Fún Olúbádàn Tí Ó Papò Dà,1
"O ma se o, o ti yan lati di ako aja",1
" Won a maa se ere idaraya bii Tita Ayo Olopon, Ere Ijakadi ati bee bee lo. ",0
"Torí pé ẹnì kan ti fi fọ́tò tó ń mọ́kàn ẹni fà sí ìṣekúṣe ránṣẹ́ sí wọn, àwọn náà wá wò ó pé àfi káwọn náà firú ẹ̀ ránṣẹ́ sí onítọ̀hún.’",1
"Ganzallo ni nibi ti wọn ti fẹẹ fi ankọọfun si afurasi yii lọwọ, o deyin mọ ika ọkan ninu awọn ẹṣọ So-Safe, o si ge e jẹ gidi,  ṣugbọn ago lo papa de adiẹ ẹ kẹyin, wọn mu un, wọn si ti fa oun atawọn ẹru ofin rẹ le awọn ọlọpaa lọwọ ni ẹka ileeṣẹ ọlọpaa Onipaanu. Wọn lọkunrin yii jẹwọ pe oun ko ṣẹṣẹ maa huwa laabi ọhun, o ti pẹ toun ti n fina jo awọn olotẹẹli labẹ aṣọ kaakiri, o si ti gbowọ sidii iwa alọ-kolohun-kigbe naa, kọwọ palaba ẹ to segi yii.",1
"Àwọn mìíràn jẹ́ akúra nítorí bẹ́ẹ̀ ní a bí wọn, àwọn mìíràn ń bẹ tí ènìyàn sọ wọn di bẹ́ẹ̀; àwọn mìíràn kọ̀ láti gbé ìyàwó nítorí ìjọba ọ̀run. Ẹni tí ó bá lè gbà á kí ó gbà á.”",1
Mo mo ogbeni naa. O ma n ko wa ni St. James,0
Ejooo taloda omi ogi sori bench mi bai lale ana leleyi o etunwo yeri eti obinrin eyokan haa iya olounje Loni oo kinni won nwa ninu shop mi lale bai eyin eyan mi ejoo iru omi wo leyi totigan yi o edakun,0
Atipe asotele iro idunu yi ni wipe awon ti iwe yi ba te lowo nwon yio dake teriba ,0
Biola ti je isu oosa,1
"Ti nkan ọmọkunrin wọn ba na tan, o le ma tete rọle fun ọpọlọpọ wakati, eleyii ti awọn oloyinbo n pe ni ''Priapism'' Pseudomonas aeruginosa.",1
"Siwaju si, o so wipe owo awon olopa ti ba mejila ninu awon alare na ti o sa jade nigbati awon olopa n sise. ",1
"rẹ̀, gẹgẹ bi Dafidi baba rẹ̀. 3 Ṣugbọn o rìn li ọ̀na awọn ọba Israeli, nitõtọ, o si mu ki ọmọ rẹ̀ ki o kọja lãrin iná pẹlu, gẹgẹ bi iṣe irira awọn keferi, ti Oluwa le jade niwaju awọn ọmọ Israeli. 4 O si rubọ, o si sun turari ni ibi giga wọnni, ati lori awọn òke kekeke, ati labẹ gbogbo igi tutu. 5 Nigbana ni Resini ọba Siria ati Peka ọmọ Remaliah ọba Israeli gòke wá si Jerusalemu lati jagun: nwọn si do tì Ahasi, ṣugbọn nwọn kò le bori rẹ̀. 6 Li akokò na, Resini ọba Siria gbà Elati pada fun Siria, o si lé awọn enia Juda kuro ni Elati: awọn ara Siria si wá si Elati, nwọn si ngbe ibẹ titi di oni yi. 7 Ahasi si rán onṣẹ si ọdọ Tiglat-pileseri ọba Assiria wipe, Iranṣẹ rẹ li emi, ati ọmọ rẹ; gòke wá, ki o si gbà mi lọwọ ọba Siria, ati lọwọ ọba Israeli, ti o dide si mi. 8 Ahasi si",0
"Oro awon ti won n sejoba yii, ki eeyan fi senu ko dake ni.",0
" mo fe fi do gbogbo awon omoge to fine to won wa lorile ede yi,mo de need aluwo lati fi ma lu awon ti won ba fi oju siwon lara se o le bami get e pelu ogun moko le ",1
"Ẹgbẹyẹmi tun ṣalaye pe meji ninu awọn afurasi ọdaran naa, Nurudeen Suraj ati Anifowoṣe Kọlawọle ti ko sakolo ọlọpaa ri, ti wọn si sọ wọn sahaamọ fun ẹsun afọwọra. Teṣan Agboju ni wọn fi wọn si nigba naa ki wọn too rẹni gba beeli wọn. O lawọn ti kilọ fun wọn lati jawọ ninu iṣẹẹbi, wọn si ṣeleri pe awọn o ni i ṣe bẹẹ mọ, ṣugbọn ọwọ palaba wọn tun ṣegi.",1
O̩ro̩ ̀awo̩n o̩lo̩pa ò ti le̩ le ti eniyan bá ti mo̩ ba ti se n se o̩wo̩ kúdúru,1
kinni omokunrin yen dun gan,1
"Bi o ti wu ki aboyun gbon to, ile a je lara re",0
Òṣìṣẹ́ tó tú àṣírí ilé asòfin rugi oyin,1
Basira mo mi dele,0
"Òótọ́ kan ni pé: Téèyàn bá fi ohun tó ń mọ́kàn ẹni fà sí ìṣekúṣe ránṣẹ́ sí ẹlòmíì, àwọn méjèèjì ló máa ń ṣàkóbá fún, ẹ̀tẹ́ ló sì máa ń gbẹ̀yìn ẹ̀. Ọ̀dọ́bìnrin kan tí ọ̀rẹ́kùnrin ẹ̀ fi dandan mú un pé kó fi fọ́tò ìhòòhò ara ẹ̀ ránṣẹ́ sóun sọ pé: “Ohun tó ṣẹlẹ̀ dójú tì mí gan-an, inú mi ò sì dùn síra mi rárá.”",1
"Akara iya ati ọmọ naa tu sepo lasiko ti awọn ọlọpaa n yẹ ẹru wọn wo ni opopona Itamaga si Ikorodu, niluu Eko.",1
"Ninu atẹjade kan to fi si oju opo Facebook reͅ, ni obinrin naa ti ni ‘’ Bogota ni mo ti wa, mo si n ta ile oͅmoͅ mi’’",1
"Agba ko si nilu, ilu baje baale ile ku ile dahoro",1
Ma je ka ri kokoro e,1
"Idi miran nipe, lati se ikun lowo fun apakan won, latari ile koko isemi, ati ikedun, fun idamu ti oba won, apejuwe eyi ni, fife Saodat bint Zamu’ah, eyi ti oko re ku, ati Ummu Salamh, eni ti oko re ku si oju ogun, ti osi fi awon omo orukan si le, bakan naa, fifi Ummu Ahbibah se aya, eyi ti oko re, koomon kuro ninu esin Islam, ni orile ede Ahbasha, ti osi wa ni ohun ni kan, fifi gbogbo won se aya lodo anabi, un je ikun lowo fun won, ki Olohun yonu si won lapapo.",1
"Chikamnayo sọ pe ijọba ipinlẹ Abia ti gbọ irufẹ iṣẹlẹ bẹẹ nile itura ọhun, paapaa lagbegbe ibi ti 'swimming pool' ile itura naa wa.",0
Onisekuse to fi ise Olorun b'oju ni,1
Ma gbe kinni idoti yen sunmo mi,0
Gbígbọ́ tí aya náà wá gbọ́ nípa àrùn ọkọ rẹ̀ tàbí ìṣekúṣe tó ti ń ṣe kiri tẹ́lẹ̀ (kódà ká ní ṣe ló tiẹ̀ wá mọ̀ pé ọkọ náà kò lè bímọ tàbí pé akúra ni) kò fòpin sí ìgbéyàwó tí wọ́n ṣe.,1
"‘‘Arakunrin wa, Tinubu, o n ja fun ara rẹ, nigba ti awọn mọlẹbi rẹ n ṣegbe. Ina nla lo wa lori orule wa bayii gẹgẹ bii orileede. O jẹ ohun ti ko ṣee gbagbọ pe ẹni kan gẹgẹ bii ọmọ Yoruba yoo ṣe ohun ti o n ṣe yii fun iran Yoruba lapapọ. Fidio ifọrọwerọ ti mo ṣe pẹlu iweeroyin ALAROYE ninu ọgba Ọbafẹmi Awolọwọ Yunifasiti ni bii ọdun meji sẹyin lo n gbe kiri. Wọn beere lọwọ mi pe ti ko ba si ijangbara kankan lori ọrọ ominira fun ilẹ Yoruba, ta ni mo le fa kalẹ lati ṣe aarẹ ilẹNaijiria. Mo si sọ fun wọn pe ti ko ba si pe a n jijagbara, mo le fa Tinubu kalẹ lai ro o lẹẹmeji, iyẹn to ba jẹ pe ohun gbogbo ri bo ṣe yẹ ko ri nigba naa, ṣugbọn gbogbo nnkan ko ri bo ṣe yẹ ko ri lasiko yii. Mi o fọwọ si ọmọ Yoruba kankan, boya Tinubu tabi ẹnikẹni fun ipo oṣelu kankan ni asiko yii rara ni Naijiria. Mo duro digbi, lai yẹsẹ, lai boju wẹyin fun ijangbara awa ọmọ Yoruba, iyẹn lati ni orileede tiwa ti i ṣe Yoruba Nation. ‘‘Otitọ to wa ninu ọrọ yii ree o, Tinubu, mi o fẹ ki o tan ara rẹ jẹ, mi o si fẹ ki o tan awọn eeyan wa jẹ. O ro pe o le maa gbe iru fidio yii kiri ko o maa fi tan awọn eeyan wa, awọn eeyan wa ti gbọn ju bayii lọ. Gbogbo agbaye lo n wo ọ. Itan yoo si ṣe idajọ rẹ pe lasiko ti a nilo lati dide duro lati gbeja awọn eeyan wa ni o n ba ọrọ ti ara rẹ nikan kiri. Ọrọ ti ara rẹ nikan to wa fun ifẹkufẹẹ ara rẹ funra rẹ lo n gbe wa siwaju wa, o n beere pe ka dibo fun ọ. Awa ko ni i dibo fun ọ o. Boya fun ipo aarẹ ni, ileegbimọ aṣofin agba ni tabi ileegbimọ aṣoju-ṣofin, awa ko ni i dibo fun ọ, nitori awa yoo ti mu orileede wa kuro lara Naijiria lasiko yẹn. Nidii eyii, a n gba ọ niyanju pe ki o pada sọdọ awọn eeyan rẹ. Emi gẹgẹ bii ẹni kan n gba ọ niyanju pe ki o pada sọdọ awọn eeyan rẹ, ki o si fọ ọkan rẹ mọ, nitori o n ṣe awọn ohun ti yoo ṣoro lati dariji ọ. ‘‘Tinubu, o n ba ọjọ ọla ilẹ Yoruba jẹ. O n ṣe agbekalẹ ogun fun ara rẹ, eyi ti yoo jẹ itiju fun awọn ọmọọmọ rẹ lati mọ lọjọ iwaju. A n pe ọ pe ki o pada wale. Anfaani wa fun ọ nisinsinyii lati gba ara rẹ ati ọjọ iwaju rẹ kalẹ. A ti ni ipinnu lati gba orileede wa. Digbi digbi ni mo si wa lẹyin awọn ọdọ to n sare kaakiri lati gba orileede wọn. Loootọ o le sọ pe wọn n ba ara wọn ja, eyi ko jẹ tuntun, bawọn ọdọ ṣe maa n ṣe kaakiri orileede agbaye niyi. Eleyii ko si sọ pe wọn ko fẹ orileede wọn, wọn fẹ orileede wọn. Ọlọrun Oluwa to da gbogbo orileede si ti fun wọn ni orileede naa, laipẹ lai jinna, Ọlọrun yoo si fi orileede wọn le wọn lọwọ. Yoo waa jẹ ojuṣe wọn lẹyin eyi lati jokoo, ki wọn si bẹrẹ eto ijọba ti Yoruba  maa n ṣe fun awọn eeyan rẹ lati ipilẹṣẹ wa, ijọba to ni erongba lati mu igbe aye rere ba awọn eeyan orileede rẹ.’’",0
"Ni Ile-iṣẹ fun Ibalopo & Ibalopo, gbogbo eniyan ni itẹwọgba lati sopọ pẹlu awọn ọrẹ, iwadi, gbe jade, tabi lo awọn ohun elo iṣẹ-ọnà wa gẹgẹbi awọn oju-iwe awọ agba agba, awọ omi, ati origami. Jọwọ lero ọfẹ lati da duro ki o darapọ mọ aaye wa.",1
Wo ìgbà mẹ́fà tí Buhari rìnrin àjò lọ sókè òkun fún ìtọ́jú ara rẹ̀,0
Amope o̩ lo̩kà ti fi ile̩ se aso̩ bora,1
"Ọ̀pọ̀ gbà pé kéèyàn tó lè rọ́wọ́ mú lẹ́nu iṣẹ́, ó gbọ́dọ̀ ṣiṣẹ́ bí akúra. Èyí ti mú kí àwọn kan tara bọ iṣẹ́ débi tí wọn kò fi ráyè ti ìdílé wọn mọ́, wọn ò sì mójú tó ìlera wọn.",1
" Abe e ri Waheed, awon omoose e okunrin lo n ba lo po l''Ondo, lo ba nise esu ni ",0
" Eyi ni ihà iwọ-õrun. 21 Bayi li ẹ o pin ilẹ yi fun ara nyin gẹgẹ bi awọn ẹ̀ya Israeli. 22 Yio si ṣe pe, ìbo ni ẹ o fi pin i ni ogún fun ara nyin, ati fun awọn alejo ti o ṣe atipo lãrin nyin, ti nwọn bi ọmọ lãrin nyin: nwọn o si ri si nyin bi ibilẹ ninu awọn ọmọ Israeli; nwọn o ba nyin pin i li ogún lãrin awọn ẹ̀ya Israeli. 23 Yio si ṣe pe, ni ẹ̀ya ti alejò ba ṣe atipo, nibẹ̀ li ẹ o fun u ni ogún, ni Oluwa Ọlọrun wi. ",0
"Vibrio Vulnificus, ti wọn tun n pe ni kokoro ajẹranara, ma n mu eeyan lẹyin ti kokoro aifoju ri naa ba wọ ara lati oju egbo.",0
Eyin okunrin ti e n la obo obinrin,1
Ẹ wo bí Dejo Tunfulu tó dágbéré fún ayé ṣe bẹ̀rẹ̀ iṣẹ́ òṣèré...,1
"Bẹẹ ni ọrọ ri fun obinrin kan to n fi isẹ alaga iduro ati ijokoo sisẹ se ni Amẹrika, Bukola Alphonso-Olanrewaju, ti oju rẹ ti ri ọpọ ipenija nidi isẹ naa loke okun.",0
Omo ti won gbe wa si ile iwosan ti dake koto di pe dokita wo. O ma se o!,1
"Lọjọ Aiku, Sannde, ọjọ kẹrinlelogun, oṣu Keje, ọdun 2022, lọba nla to jẹ igbakeji alaga igbimọ awọn lọbalọba ipinlẹ Ọyọ dakẹ sileewosan University College Hospital, UCH, n’Ibadan. O to bii oṣu meloo kan ti ojojo ti n ṣogun Ọba Adekunle, lati bii ọsẹ meji ni wọn ti da a duro si UCH, kọlọjọ too de ba a nibẹ lọsan-an ọjọ Aiku. Ipapoda ori ade yii lẹlẹẹkeje ọba ti yoo waja nipinlẹ Ọyọ laarin oṣu mẹjọ sasiko yii.",1
"Kato o wi, ka to o fọ, kokoro aifojuri wọ inu nnkan ọmọkunrin rẹ, ni irora ba bẹrẹ ninu agọ ara rẹ, eyi to mu ko sare lọ sileewosan kan nilu Bangkok.",1
Enikan laarin awon omo naa ti tura,1
"A pín £500 laarin Staffin Village Hall ati Dornie Village Hall lati ṣe iranlọwọ lati sanwo fun itọju awọn ile-igbọnsẹ wọn. O jẹ nkan ti a yoo ṣe iwuri fun awọn oniṣẹ irin-ajo miiran ni lilo awọn ohun elo wọnyi lati ṣe, nitori laisi wọn Skye ati Lochalsh le ja ni ọjọ iwaju",1
Gbogbo iya gbodo mu eko nipa ibalopo ni okunkundun fun awon omo won “o gbodo je mimo fun awon omo wa wipe mimo ni eya abe won eyi ti enikeni ko gbodo se oun kohun pelu je. ,1
"Gẹgẹ bi adari agba ileeṣẹ epo rọbi Naijiria, NNPCL naa ṣe sọ, riri ajọṣepọ ati ifọwọsowọpọ araalu pẹlu awujọ to dara ṣe pataki fun aṣeyọri iṣẹ naa lati lee dẹkun iru wahala ti awọn agbebọn n gbe dide lẹkun Niger Delta.",0
"Loju ọpọlọpọ, ọga ni ninu ka sọ ọrọ ibalopọ fun awọn obinrin. Fun awọn miran, olowo lasan, to mọ eeyan ni.",1
"Igba kigba ti ara ọkunrin ba le, ni ẹjẹ to wa ni ibi nkan ọmọkunrin rẹ yoo le.",1
Bangladesh Brothel: Ọ̀pọ̀ àwọn àṣẹ́wó tó wà níbẹ̀ ni wọ́n bí sílé aṣẹ́wó náà,1
Kini mo le lo ki arakunrin mi ba le tobi?,1
"Ti won ba n saduura pe ki Olorun ma je keeyan rogun o rele ko dele,",1
Ìye ìgbà tóo ní ìbálòpọ̀ kọ́ ló ń jẹ́ kí abẹ́ obìnrin fẹ̀,1
Ta lo lo aso mi lana?,0
"Wọn lo tun ṣalaye fawọn ọlọpaa pe agbegbe Festac si Mile 2, Ọjọọ de Alaba lawọn ti n ṣiṣẹ. O ni ko ti i ju oṣu marun-un lọ toun bẹrẹ iṣẹ gbewiri yii, awọn ọrẹ oun ni wọn si mu oun wọnu ikọ adigunjale toun wa.",1
"“Àwọn iṣẹ́ ti ara fara hàn kedere, àwọn sì ni àgbèrè, ìwà àìmọ́, . . . àti nǹkan báwọ̀nyí. Ní ti nǹkan wọ̀nyí ni èmi ń kìlọ̀ ṣáájú fún yín, lọ́nà kan náà gẹ́gẹ́ bí mo ti kìlọ̀ ṣáájú fún yín, pé àwọn tí ń fi irúfẹ́ nǹkan báwọ̀nyí ṣe ìwà hù kì yóò jogún ìjọba Ọlọ́run.” (Gálátíà 5:19-​21) Lójú Ọlọ́run, ìwà àìmọ́ ni àwọn tó bá ń wo àwòrán oníhòòhò, tó ń sọ̀rọ̀ ìbálòpọ̀ lórí fóònù tàbí tó ń fi ohun tó ń mú ọkàn fà sí ìṣekúṣe ránṣẹ́ lórí fóònù tàbí íńtánẹ́ẹ̀tì ń hù. Tí a bá sọ àwọn ìwà yìí dàṣà, a kò ní rí ojúure Ọlọ́run mọ́.",1
" Àwọn mìíràn ti fi irú ìròrí báyìí wé tí Taliban. Ní ọdún 2021, Taliban ti ilẹ̀ Afghanistan ti fi òfin de àwọn obìnrin pé wọn ò gbọdọ̀ dá nìkan rin ìrìn àjò tó jù ibùsọ̀ 72 lọ.",0
Ojo na re bi ana ti Sikiru Ayinde teri gba aso.,1
Oba ti fun dipo,1
"Boya e ti gbo ri pe agbejoro ni mi. Ni igba kan mo s’ise l’abe oludasile ile ise agbejoro nla kan. Ni ibe ni mo ti pade ara kunrin kan. O gba wa s’ise ni. Ti e ba wo oko oju ona re, ati imura re. E ma ri wipe o je eni ti o gbadun lati ma j’aye ori re. Leyin opolopo oro, O fi ye mi pe, baba re ti ta teru nipa o ti se die, iya sese lo si ilu awon agba ko ti pe rara. Ni arakunrin yii di omo orukan. Mo ri wipe oun wo mi muse muse, emi ba nba ise mi lo. Sugbon ko fi ara le rara. Igba to ya, oju wa se merin. O ni oun nife mi, emi ba fi ye wipe, mo ni afesona. Ni oju ba daru, apa e ba jabo. Oga mi wa ran’se pe mi, emi ba so fun arakunrin yii pe ojo n lo. Owo e ba gbe! O ni oun se n m’eye bo l’apo. Emi ro pe ejo e po, mo wa m’okan l’ara re. O ni oun ma pada wa to ba d’igba, mo ba la l’ela pe ko ma wole.",1
"E sara giri, baba ti dake.",1
Báwo ni kòkòrò àrùn kòrónà ṣe ń tàn ká?,0
"Ironu wa ko jọ ara wọn. Ironu ole, ironu ka ja ohun olohun  gba lo wa ninu awọn kan ni Naijiria, bẹẹ ni ironu konikaluku jẹ iṣẹ ọwọ ẹ wa ninu awọn kan. Nigba ti eeyan ba gbọ ọrọ lẹnu awọn ti wọn maa n pe ara wọn ni olori tabi aṣiwaju ni ilẹ Hausa, ko si ohun ti yoo wa si ọkan oluwa ẹ ju pe Naijiria ti wọn n pariwo yii, bo ba jẹ bo ṣe wa naa niyi, yoo ṣoro ki orilẹ-ede naa too bọ ninu hilahilo. Awọn aṣaaju awọn Hausa-Fulani ti wọn wa ni Naijiria yii jẹ kiki ole, opurọ, alonilọwọgba ati oloju-aye.",1
Akoni lo Agba osere onitiata lo Fadeyi Oloro rewale asa. 😓😓😓😓  Gbogbo egbe osere onitiata n sedaro re ooo #RIP #ActorandActress n sedaro re.,1
Idi si ree ti wọn ko fi le sin oloogbe naa ni kete to ku gẹgẹ bi ẹlẹsin Islam.,1
Ako aja ma ni asewo yen,0
"Bíbélì jẹ́ ká mọ bá a ṣe lè fẹ́ràn àwọn ohun tó dáa. Bá a bá ṣe tẹra mọ́ Bíbélì kíkà tó, bẹ́ẹ̀ náà ni ìfẹ́ tá a ní fún ìlànà ìwà rere Ọlọ́run ṣe máa jinlẹ̀ tó. Ìfẹ́ yẹn ló máa jẹ́ ká lè kórìíra àwọn ohun tó ń mú ọkàn fà sí ìṣekúṣe, ká sì lè ronú bíi ti onísáàmù tó sọ pé: “Èmi kì yóò gbé ohun tí kò dára fún ohunkóhun ka iwájú mi.”—Sáàmù 101:3.",1
"Erin wo ! Onarebu Alalade, igbakeji Ladoja ku lojiji niluu Ogbomoso",1
"Apa n ro mi, apo yen fuye. O wuwo",1
mo fe se ìgbọ̀nsẹ̀,1
"Oju abẹ obinrin ma n yatọ si ara wọn, bi ti awọn kan ṣe wa ni inu, ni ti awọn miran wa ni ita ti o ṣe tete ri.",1
"O le ni ọsẹ meji ti agada-godo fi wa ni ara nkan ọmọkunrin rẹ, nitori pe o sọ kọkọrọ nu",1
Igo ororo yen ti fo nigba ti tabili yen subu,0
Mi o ni fe si gbogbo iranu ti o ma ba mi se,1
"e ro ra o, alabara meji",1
"Bi o se je wi pe ile orin ni ID Cabasa n sun tosan-toru nibi to ti n yi gbogbo e po ko le jo ara won, nibayii won ti fi ifiamiororo yan omokunrin naa gege bi alufa ni ile ijosin Global Impact to wa ni Babs Animashaun ni Surulere.",0
"Olootu ijọba orilẹede Canada, Justin Trudeau ti kede pe ijọba yoo gbẹsẹ le akaunti gbogbo awọn to n ṣe iwọde tako gbigba abẹrẹ ajẹsara covid-19.",0
Ṣugbọn ti obinrin ba wa fi agidi mu ọkunrin lati ba a lo pọ nkọ?,1
" São Gabriel je ibile ilu ni ipinle Rio Grande do Sul, Brazil. ",0
