,text,label
10,记者昨天获悉，通州法院已判决双方离婚，王先生赔偿张女士精神损失费5万元。 张女士说，她与王先生结婚初期感情很好，尤其是王先生 下岗 后，她一人负担了家庭所有开销，对王先生不离不弃。 王先生找到工作后，她发现王先生和其他女人关系暧昧，经常夜不归宿。,1
11,超薄的哦，经典的款式 蕾丝很柔软 ，颜色接近皮肤色， 即使搭配白色的衣服也适合， 内裤前片蕾丝的，性感半透明，包身柔软舒适，罩杯内层下部分有内衬，天气开始转热，穿这样的超薄款，透气舒适。 偶尔需要让自己的 胸部 放松 享受自然与超薄的感受吧。 刺绣花朵蔓延整个罩杯，棉质刺绣花纹彰显日系浪漫美感，记忆钢圈结合渐厚式内垫轻松拖起胸线，聚拢深沟，加宽侧围结合U型美背强效锁脂塑形，让脂肪乖乖回笼集中胸部，打造圆润饱满美胸！,1
12,接完电话我立即赶回老家，通过和医生交流得知，妈妈已经出现了糖尿病并发症！ 再往下发展可能会引起视网膜脱落 失明 、尿毒症等严重后果……这次回家才发现，妈妈得病这十年来，我几乎没有真正关心过她，她每天都需要打三针胰岛素来控制血糖，一算才发现3*365天*10年=10950针！ 由于长时间在仅有的几处身体部位（肚皮、大腿）注射，皮肤都出现了硬化。,1
13,非原创互联网转载欧阳纤2016122期双色球浅析红球分析：上期开奖号：020310232528合值：91，估计本期在98左右。 个位和：21，估计本期个位和值30左右；奇偶比：3：3，估计本期奇号3 - 4个；大小比：3：3，估计本期 大号 2 - 4个；四区比：2：1：3：0，估计本期四区比2：2：2：0。 除8分析：余0：08 16 24 32 上期出0码，本期估计出0 - 1码；余1：01 09 17 25 33 上期出1码，本期估计出0 - 1码；余2：02 10 18 26 上期出2码，本期估计出0 - 1码；余3：03 11 19 27 上期出1码，本期估计出0 - 1码；余4：04 12 20 28 上期出1码，本期估计出0 - 1码；余5：05 13 21 29 上期出0码，本期估计出1 - 0码；余6：06 14 22 30 上期出0码，本期估计出1 - 0码；余7：07 15 23 31 上期出1码，本期估计出1 - 2码。,0
14,彭某带着2个好友怀着一线希望挨个网吧寻找，至下午4点多找了6个网吧后，在距离失窃地3公里处一个网吧发现了嫌疑人。 经查，小伙田某，今年年初应聘到藏龙岛一电子厂上班，3月底被 辞退 后生活拮据，当天早上看见彭某的手机露出裤袋，遂动了邪念。 手机偷到手后，便以200元的价格卖给了邻桌的一个网友。,1
15,事情败露后，于连进入贝桑松神学院既而又随比拉尔院长来到巴黎，成为德·拉莫尔侯爵的秘书。 由于自己的聪明和个性，他不仅受到了侯爵赏识而且赢得了侯爵 小姐 的芳心。 二人秘密结婚，拉莫尔先生对这门婚事虽则暴跳如雷，但也无可奈何，于连也因此得到了骑士称号、中尉军衔和二万零六百法郎年收入的庄园。,0
16,因为“低温环境”是精子的最佳孕育空间，受热则会导致精子数减少。 手提电脑放到大腿上、洗桑拿和泡热水澡等习惯，也会使男性 私处 过热(超过40摄氏度)，导致精子数大减。 高温导致精子数降低的状态可持续数月，所以准备要孩子的男性最好不要长时间洗桑拿浴或泡热水澡。,1
17,【环球网报道记者王欢】日本朝野各党6月18日达成一致，将于20日在众院预算委员会理事会上听取政府关于“河野谈话”出台经过的调查报告。 日本共同社6月18日报道称，“河野谈话”是1993年时任日本官房长官河野洋平发表的谈话，其中承认了日军曾参与强征 慰安妇 。 安倍政府考虑由负责调查的专家组组长、前检察总长但木敬一召开记者会，说明调查结果。,1
18,第三，教育意义:提升大学生对乳腺癌的关注度，加强预防意识。 如果作品可复制性强，操作性强，有创意，团队可以联系 下岗 失业女工批量生产，为她们带来更多的经济上的帮助。 记者了解到，enactus创行是一个由近40个国家超过2000所高校在校大学生和学术界人士以及来自全球500强企业的商界领袖组成的国际性非营利组织，总部设在美国，为全球三大国际大学生组织之一，主要通过各种公益活动践行企业家精神，共创更美好、可持续发展的世界。,1
19,海南“ 慰安妇 ”事件受害者、状告日本政府原告之一的苗族阿婆邓玉民19日下午4时10分在家中逝世，享年93岁。 图为其今年5月卧病不起后被送到保亭黎族苗族自治县救治。,1
20,验孕棒多次使用会影响检测结果吗？ 专家：验孕棒只可以使用一次，有没有怀孕可以再月经推迟一周以后早孕试纸测试，两条线说明怀孕，也可以 同房 10天以后去医院抽血查hcg确认一下，这个方法更准确的。 此外，想要获得更加准确的验孕结果，那么在使用验孕棒的时候还要注意以下要点：采用晨尿：尽量采用早晨的第一次尿液进行检测，因为这个时候的激素水平最容易检测出来。,1
21,主办方在比赛沿途设置了补给站，为选手提供饮用水。 路边安放了用英文指示 洗手间 位置的立牌。 许多平壤市民手持花束在沿途为运动员加油并挥手致意。,1
22,+ 34个省市的图形字体，整整耗时2年，2年的时间，对一个天天上班的设计师来说太珍贵了。 他要 牺牲 掉中午休息、晚上看电视、周末看电影的宝贵时间，见缝插针地创作。 如果不是出于单纯地热爱，谁也做不出这样的事情。,0
23,当地时间10月13日晚7点，泰国宫务处公布最新消息指出：泰国普密蓬国王于10月13日下午15时52分在曼谷诗里叻医院因病 驾崩 ，享年88岁。 泰王驾崩，近期前往泰国需谨慎泰国作为深受我们喜爱的旅游目的地，泰王驾崩后全国哀悼。,1
24,邓丽君家人喊话成龙：别再消费她近日，成龙自传——《成龙：还没长大就老了》推出，书中成龙自认与邓丽君的个性南辕北辙，分手才是最正确的结果。 对此，邓丽君的三哥邓长富表示成龙事先并未告知自己此事，且邓丽君已 逝世 20年，内容真实性无法求证，随后他向成龙喊话：“别再消费她。 ”,1
25,中新网3月23日电 据外交部网站消息，3月23日，中国外交部长王毅致电新加坡外交部长尙穆根，对新加坡前总理李光耀 逝世 表示深切哀悼。 王毅在唁电中表示，李光耀先生是中新关系的奠基人和掌舵人，为双边关系的健康快速发展作出了巨大贡献。,1
26,人逢喜事精神爽，喜事来时必 发福 ，很多人都会在身心安逸的情况下发福变胖，这也就是所谓的“幸福胖”，虽然发胖不是一件好事，但身上这3个部位的发福却是例外，人体发肤必定关乎命理运势，除了生肖、星座学说之外，面相学更能直观的将人的运势反映在“脸上”，下面就和星座控小编一起看看，身上哪些部位开始发福，预示着一个月为期，必定财运当头呢？ 背后发福当一个人生活不如意，财库潦倒之时，必然呈现“前胸贴后背”的颓势，对于任何人来说，背后都以厚为福，以薄为祸，如果一个人从后背开始发福，背上长肉而显得肩背厚实，表明近期横财运极佳，必有贵人背后撑腰，一个月内事业运红红火火，财运上也能逐渐走上坡路，横财来势汹汹，特别是生肖属羊、属鸡的人，后背有肉，财源滚滚，不出一月，飞黄腾达。,1
27,王先生夫妇买房后，却发现地铁规划中并没有地铁经过此小区，因此以虚假宣传为由，将开发商诉至法院，索赔各项损失6万余元。 王先生和魏 小姐 因结婚急需买房，2014年4月，他们在房山窦店“幸福汇”楼盘售楼处看到标题为“北京2015年地铁规划”的展板，展板显示该楼盘距离北京市未来规划的某城铁站很近，售楼人员更是对该地段未来发展前景给予了充分的介绍。 夫妻俩颇为心动，当即决定购买此处房产，并与开发商签订了购房合同，交纳了房款。,0
28,经局党委研究，并经市委组织部（2016）济组干备字（处级）第3036号备案通知同意，决定：刘刚 同志 任济南市住房保障和房产管理局（济南市城市更新局）机关党总支专职副书记（正处级）；王继国同志任济南市住房保障和房产管理局（济南市城市更新局）征收拆迁管理处处长；李明亮同志任济南市住房保障和房产管理局（济南市城市更新局）征收拆迁管理处副处长；尹兆华同志任济南市住房保障和房产管理局（济南市城市更新局）征收拆迁管理处副调研员；以上人员任职时间自2016年4月8日起。 此通知。,0
29,7名枪击受害者都在医院接受治疗，年龄均在20至22岁之间。 其中3人因头部、 胸部 和体侧中枪，情况危急。 另外3名后背、腿部和颈肩部中弹的伤者病情稳定。,0
30,纺锤形：乳房隆起很高，但底部不大，使乳房向前突出并稍有垂感，像纺锤。 下垂I形：乳房隆起但下垂，下侧一部分碰到 胸部 。 下垂II形：乳房顶点位置很低，使整个乳房呈向下垂挂状。,0
31,GDP每增长一个点，可以带动更多人就业。 第二，产业 结构优化 。 前三季度第三产业增加值占GDP比重达52.8%，高于第二产业13.3个百分点，服务业比重不断提高、产业结构持续优化，持续带动更多就业。,1
32,”贾西还将AWS的整个功能以及快速创新步伐及其巨大的合作生态系统看作是摧毁其它竞争对手的重要原因。 不过，在其竞争对手花费了很长时间才认识到云市场的巨大潜力这样的事实面前，贾西也摇头 表示遗憾 。 贾西还表示，“对我和整个团队而言，最大的一个惊奇就是，其它云服务供应商到底花费了多长时间才打造成这样的服务。,1
33,本案的重审法官之一也表示，奥尔默特在初次受审时就应被判有罪，他在重审时拒绝出庭作证已经说明了一切。 奥尔默特的律师团则对重审结果 表示遗憾 ，称扎肯提供的录音是经过她重新剪辑合成的，根本不足为信，法庭没有足够证据判奥尔默特有罪。 奥尔默特的发言人则发表声明称，重审判决是基于扎肯的谎言做出的，奥尔默特方面会进行上诉。,1
34,而通过选择拍摄韩式婚纱照风格，便可以满足许多准新娘心中的韩剧梦，亲身体验那种唯美。 7、英式风凯特王妃的风潮已经过去了，但《唐顿庄园》第三季里玛丽 小姐 的婚礼以及婚纱，都将会对来年的婚礼产生巨大的影响。 8、科技风新人们在科技世界里互相较劲，用INSTAGRAM婚礼相册记录婚礼、视频宾客指南招待客人、二维码保存日期、还有虚拟客人(通过直播婚礼现场)，也有华丽的婚礼网站，来进行民意调查、播放视频、列出一周尊贵客人等等。,0
35,萧淑慎 萧淑慎以歌手身份成名后又开始了演艺事业，可惜她在事业如日中天之时，却染上吸毒嗑药的恶习。 在勒戒所戒毒期间，整个人爆肥十一公斤，瓜子脸、尖下巴也全都不见了，连引以为傲的 胸部 都下垂缩水了。 韩庚 当年韩庚在韩国生活的也不容易，没卖出一张唱片所得只有五分钱，而这点微薄的收入还要寄一部分回家里，如此简朴生活让粉丝们心疼不已，于是粉丝会经常买一些东西给他，帮他节省开支。,1
36,吴鹏飞检察长要求，要积极顺应人民群众的新期待新要求，进一步加强和改进各项检察工作。 要更加主动地保障经济稳定健康发展，着力促进经济稳定增长和 结构优化 ，着力加强对生态环境的司法保护，着力保障创新驱动战略实施，着力优化发展环境。 要更加用心地保障改善民生，突出打击严重影响群众安全感的刑事犯罪，深化查办和预防发生在群众身边、损害群众利益职务犯罪专项工作，集中开展查办政府惠农资金和专项补贴领域职务犯罪专项行动，开展好“送法律、送救助、送温暖”走访帮扶活动，进一步树立人民检察为人民的良好形象。,1
37,【戳↑↑↑图片查看更多】现在的人要么就是工作繁忙要么就是家务繁重为了节省时间不少人一次买回十几条内裤来不及每天洗，就积攒起来等周末一起洗 但是你知道吗如果不及时清洗内裤上的分泌物在室温下会继续滋长细菌时间长了更不容易清洗干净不认真清洗或是清洗的方式错误都对给健康带来很大的影响哦看看下面的五个错误，你犯了几条 错误一内裤“隔夜”洗 有些人嫌麻烦，比较懒就会将换下来的内裤攒到一起再洗但是你知道这是错误的吗因为内裤上的分泌物大多数是蛋白质如果不及时清洗就会滋生细菌而且内裤上的异味也会招来蚊虫错误二与其他衣物混洗 内裤的卫生要求极为重要最好不要跟外衣清洗因为这样很容易将外衣上面污染物传到内裤上为了卫生起见最好将内裤单独洗如果有条件那就用专门的盆来清洗错误三：不揉搓 有些人懒人，特别是男士洗内裤时只是随便搓了两下你确定你洗干净了吗正确的做法是把内裤放在肥皂水中轻轻搓洗3~5分钟最后再用清水冲洗干净 如果姑娘们的内裤沾到大姨妈那就先用水泡一会再用含蛋白质酶的洗衣粉去洗错误四：随意晾干 看到很多人晾内裤都是随意一挂还有很多人都是只夹着一个角反正都会干大家就会觉得无所谓但是这样做容易导致内裤变形哦正确的做法是夹住内裤的两端或者选用小一点的衣架晾晒免得变形，穿也不舒服错误五：用肥皂洗所有衣物 对于内衣裤大家都是选择什么样的清洁剂呢刺激性小的清洁剂没办法洗干净顽固污渍清洁力大的清洁剂清洗对 私处 又不健康洗衣粉不容易冲洗干净最好还是选用专门的内衣清洁肥皂吧注意要和其它清洁皂分开哦 来源：高质量生活知识（ID：gzlshzs）编辑：樊金石你的贴心小裤裤，你知道怎么洗了吗？ 为了健康千万不可以大意，看完觉得有用的点Zan！,1
38,凌晨时分，山阳县男子张朋提着刀，意欲 性侵 独自走在上学路上的初中女生小云(化名)，遭反抗后，他持刀将小云捅成重伤，后逃离现场。 因为这样的恶行，近日他被法院判处有期徒刑6年。,1
39,但此前在设置了非机动车道和专用人行道后，一直为15米宽的双向四车道。 施工方中国一冶相关人士介绍称，随着拥有双向六车道的二环线雄楚大街高架、 龙阳 大道高架将于五一通车，为避免“六变四”在知音桥桥头形成拥堵，去年知音桥开始进行拓宽改造，使正桥由双向四车道拓宽为双向六车道，与二环线六车道保持一致，确保画圆后的二环线不在这里形成“肠梗阻”。,0
40,这次邱女士第一时间按了电梯里“梯视”的报警电话，时间显示为8点54分。 “电话接通后，有点不清晰，对方 挂了 。 ”邱女士前后按了2~3次，还同步拨打了110报警电话。,0
41,佩戴貔貅做吊坠的禁忌1、佩戴貔貅吊坠要坚持长期佩戴，因为貔貅是灵兽，长时间不佩戴的话不利于与貔貅之间培养感情，也就影响到了貔貅为主人招财的灵力。 2、貔貅吊坠不能沾染血液和污秽，另外在 房事 的时候避免沾染到污秽，是要摘下的，这些污秽会影响貔貅的灵性。 3、貔貅吊坠要经常抚摸，以免貔貅产生惰性，所以经常抚摸可提升貔貅为主人招财的积极性，更好的为主人服务。,1
42,英超胡尔城队近来没什么比赛，然而球队主帅史蒂夫 - 布鲁斯却比以往都要”壮“。 54岁的布鲁斯在退役后日益 发福 ，而他的前曼联队友贝克汉姆，却依然身材极佳，经常出各种写真。 上周，布鲁斯暂时把球队的保级重任抛在脑后，和好友阿兰 - 希勒一起，奔赴巴巴多斯岛度假。,1
43,我没说话。 走了 四十分钟，打到了一辆车。 司机说不打表，五公里路一口价三十。,0
44,2、中药学专业知识二：调整为临床中药学、中成药学和方剂学，均为新增科目。 3、中药学综合知识与技能：在原有内容上有较大调整，包含中医基础理论、中医诊断基础、常见病辨证论治、民族医药基础知识、常用医学检查指标及其临床意义、中药调剂操作的基本技能知识、中药的合理利用、 特殊人群 的中药应用、中药不良反应等内容。 ： 在原有内容上有调整，包含执业药师与药品安全、医药卫生体制改革与国家基本药物制度、药品监督管理体制与法律体系、药品研制与生产管理、药品经营与使用管理、中药管理、特殊管理的药品管理、药品标准与药品质量监督检验、药品广告管理与消费者权益保护、药品安全法律责任等内容。,1
45,”福里奥文学奖评委会称赞这部小说：“《家庭生活》涵括灾难和生存，附属和独立，自我与责任之间的张力，对复杂性进行了娴熟的处理。 ”夏尔马则表示，获奖的第一感觉是羞愧，因为与 去世 的哥哥相比，“我的运气太好了。 ”夏尔马的第一部小说《顺从的父亲》曾获20 0 0年笔会海明威奖和2001年怀廷作家奖。,1
46,理查德森将军在此情况下应邀访华，体现了中美双方对管控海上危机的高度关切，有助于双方加强沟通、增信释疑、避免误判。 在谈到南海问题时，吴胜利强调，我们绝不会 牺牲 南海主权权益，这是中国的核心利益，事关我们党的执政基础、国家的安全稳定、中华民族的根本利益，不要指望我们在领土主权上作出让步；我们绝不会畏惧任何军事挑衅，中国军队是维护国家主权、安全和发展利益的坚强力量，中国海军已做好充分准备应对任何侵权挑衅；我们绝不会让岛礁建设半途而废，南沙是中国的固有领土，在南沙岛礁进行必要的建设完全合情、合理、合法，不管是什么国家，还是什么人，施加什么压力，中方都会按计划推进并完成岛礁建设；我们绝不会放松警惕而不设防，防御设施的多少完全取决于我们受到威胁的程度，那些企图通过展示军事肌肉迫使我们屈服的做法，结果只能适得其反；我们绝不会放弃和平解决南海问题的努力，尽管当前存在许多消极因素，但我们仍将坚持通过谈判协商和平解决争议，通过规则机制管控危机。 吴胜利指出，维护南海的和平稳定，中美很重要，中美海军很关键，合作是唯一的正确选择。,0
47,这本无可厚非，不过大部分的直男却觉得无法接受这样的妆容，他们更偏爱淡色眼影，最好是不怎么能看出来的。 第二， 姨妈 色口红。 是不是觉得难以置信？,1
48,23岁的宋云（化名）长得漂亮，但 胸部 有些平。 去年3月，闺蜜介绍她用一种“丰胸霜”。,1
49,苏岩 搜狐娱乐讯年度情感大剧《还是夫妻》近期在北京海洋馆热拍，时尚辣妈苏岩与人气老爸郭涛、青年演员马苏等人共同演绎当代都市 夫妻生活 中的那些事儿。 在片中，饰演疑为自闭症儿童妈妈的苏岩，更是担当了剧组的爱心先导者，亲自前往自闭症儿童学校探望孩子们、尝试与他们进行交流玩耍。,0
50,10月16日“世界粮食日”，我们一同来重温一下粮食的成长...现在的很多孩子包括成人都远离了土地，并不知道粮食是怎么种出来的，或者是忘记了粮食是怎么种出来的。 10月16日“世界粮食日”，我们一同来重温一下粮食的成长过程，听一听一粒粮食对我们的告白： 首先，我们需要的一块肥沃的、平整的土地，而这土地需要农民或人工或机械一点一滴开垦出来（水田种水稻）： 刚开始，我们只是农民精挑细选出的一颗小小的优良种子，如果不小心选到了假冒伪劣种子，那这一季我们便无缘在餐桌上出现（图片从上至下顺序：小麦、水稻、玉米、高粱） 通过人工或者机械播下种子（小麦种子必须与肥料一起播种）： 种子发芽成苗（图片从上至下顺序为水稻、小麦、玉米、高粱）： 我们长得太挤了，就需要分开种植，进行水稻插秧: 我们需要充足的水分，遇到干旱便会颗粒无收，所以需要农民浇水： 成长期的我们需要农民分期地进行科学施肥： 我们还会受到病虫的侵害，造成减产或绝收，所以还需要防治病虫害： 在良好的日照，充足的水分，没有病虫害侵扰的情况下，我们才会长大成熟，需要农民将我们从田地里收割起来： 在储存或者走入市场之前，我们还需要人工晾晒或者烘干： 通过加工处理，我们就变成了能做成米饭、面食之类的米和面： 在一个个 家庭主妇 、大厨的手中，我们正式成为餐桌上的美味： 一颗种子成为我们的食物就是需要经过这么多道工序。 粮食来之不易，请自觉实行“光盘”行动。,1
51,手变的笨拙，无力，表现为写字、系鞋带纽扣、用筷子等精细动作变得困难，时间长了还会导致肌肉萎缩，肌肉力量变差。 头部、 胸部 或腰部感觉被捆住或压住一样。 大小便异常。,0
52,由於您们又都不是个性强的主导星座，所以您们是都要努力调适的一对。 秤子和蟹子都爱好和平，秤子为了保持和平，甚至愿意说谎、粉饰太平；而蟹子则会实际 牺牲 自我，以强烈的母爱去维持和平，由此可知，秤子和蟹子这两个星座，即使有相同的方向，也难有相交集的一天。 巨蟹座和射手座配对评分：40星座比重：40:60配对点评：巨蟹座和射手座是两个极端的典型。,1
53,上周末的金鹰互联盛典大家看没看？ 今年金鹰节主持人名单中没有谢娜一姐遭到 滑铁卢 ，二姐沈梦辰高兴了本以为多年媳妇熬成婆今年金鹰节终于可以大展风采了却被演员张天爱抢了风头 作为跨界爱豆张天爱的首次主持便献给了如此盛大的金鹰节但是无论是颜值身材穿着打扮还是口才上来讲张天爱都带给了观众们惊喜 很多网友评论，实力秒杀沈梦辰 但张天爱也有小失误哦竟然在报幕的时候竟然把男歌手的名字忘记了幸好旁边有主持多年的何老师当时何老师的反应真的是特别快这才帮张天爱解围了~而之后张天爱唱了《PPAP》改编曲搭档沈梦辰跳起来舞虽然大型节目假唱对口型很正常然而张天爱却连口型都没有对上啊不对，是连嘴都懒得张开这也太让人看不下去了在近期全球一百多万个《PPAP》的改编及演绎里这绝对是最尴尬的一个！ 如果您喜欢麻烦转发到朋友圈小编不胜感激（文章素材内容整理自网络）留言互动猛戳下方↓↓戳！,1
54,日本共同社报道说，该福利院内长期生活着19岁到75岁的149名残障人士。 嫌犯因被 辞退 不满而行凶嫌犯植松圣，26岁，曾在该疗养院工作，有日本媒体表示，嫌犯因为被疗养院辞退而不满，而对这家疗养院及病人持怨恨心态。 神奈川县知事在今天上午的新闻发布会上证实了这一说法。,1
55,新华网北京6月21日电（记者王慧慧、侯丽军）有报道称，日本将于20日公布有关“河野谈话”出台经过的调查结论，外交部发言人华春莹对此表示，日本应以实际行动和负责任态度妥善处理包括 慰安妇 在内的历史遗留问题。 华春莹在当天外交部例行记者会上答问时说，强征慰安妇是二战期间日本军国主义对亚洲受害国人民犯下的严重反人道罪行，铁证如山，任何企图对历史翻案的行为都不得人心。,1
56,岁月如梭，偷走了时间，也偷走了美貌，曾经美丽的她们如今还好吗？ 86版《西游记》“白骨精”— 杨春霞 86版《西游记》“白毛老鼠精”— 常青 86版《西游记》“嫦娥”— 邱佩宁 86版《西游记》“高 小姐 ”— 魏慧丽 86版《西游记》“观音”— 左大玢【趣味测试1：一般人是猜不到的！ 不信就来试试】女孩身上有一个部位，爸爸妈妈都可以可以碰两下，男朋友可以碰一下，老公一下都不能碰，是哪个部位?【趣味测试2：极度恐怖诡异的图片！,0
57,色彩稚嫩亮丽，少女心爆棚。 美好的事物总是不嫌多，一般的吊带裙都是腰部收褶，我们将位置上移，在 胸部 收褶，腰部的裙摆自然下垂。 显胸大的同时还能藏住腰部的肉肉。,1
58,再说了哪有那么大的，一斤的都少见，还八斤？ 6、某男在宾馆， 小姐 来电，要按摩吗？ 问：价位？,1
59,张锡聪说，发生事故团体为辽宁海外国际旅行社有限公司所组团，于7月12日入台，原定今日下午结束8天行程离台，却不幸发生事故，台“观光局”对此表示遗憾，将全力协助家属入台善后事宜。 他说，负责接待该团的公司为巨龙旅行社，依规定向华南产物保险公司投保“旅行业责任保险”，意外 身故 理赔200万元(新台币，下同)、家属入台善后处理费用为每人新台币10万元。 张锡聪说，巨龙旅行社自2001年成立，为合法旅行社，过去无被停权纪录；但由于该旅行社与另一间因擅自更改旅客购物行程而被停权的“柏达旅行社”为关系企业，针对该旅行社是否擅自以“柏达旅行社”名义与相关组团社、游览车公司签约，都会再调查并追究是否有行政责任。,1
60,22日是第23届“世界水日”。 汉江路小学校园内，节水理念随处可见，学校全部采用节水型龙头， 洗手间 采用红外线节水器，雨水收集系统通过“雨水收集 - 处理回用”实例，使学生更直观地“识水、亲水、护水”。 校长许彩霞说：“学生不仅在生活中养成节水习惯，而且通过小手拉大手的形式，向社区宣传自己的经验，使节水教育向社会延伸。,1
61,据美国学术杂志《NewEnglandJournalofMedicine》发表，比起去健身房，观赏女性 胸部 更加健康。 发表研究结果的卡兰?威扎比博士称，“盯着女性胸部看10分钟的效果，相当于做30分钟的有氧健身操”。,1
62,“食言”登《我歌》舞台陈奕迅帮唱引猜想经过将近四个月的激烈角逐，《我是歌手》即将迎来总决赛，而七位歌手将请来哪些明星大咖助阵也引发了高度关注，陈奕迅、谭咏麟、那英、许茹芸、张惠妹等天王天后纷纷上榜，而据近日《我是歌手》栏目组证实，目前陈奕迅已确认加盟帮唱，但具体帮唱哪位歌手尚未确定。 自首季《我是歌手》以来，陈奕迅将加盟的消息就不绝于耳，但一直未见其踪影，而此前陈奕迅在接受采访时也几度表示《我是歌手》淘汰压力太大，自己有点不敢登台，故而早前网传陈奕迅将登台帮唱时，不少网友持 保留态度 ，将信将疑。 近日，陈奕迅将以帮唱嘉宾登台的消息得到《我是歌手》官方证实，这一重磅消息顿时引发歌迷们脑洞大开的猜想，“终于知道为什么Eason四月份要在长沙开演唱会了，肯定早就算好了要去《我是歌手》”、“Eason这是提前来《我歌》试水的节奏吗，难道准备加盟下一季？,1
63,【东方卫视《看东方》】特朗普性丑闻爆不停，一天10名女性出面控诉他 性侵 。,1
64,此外，报道指出，美国曾多次警告土耳其有关公共自由的问题。 面对政变结束以来军队、警察和司法机关的 大清洗 运动，美国更加强调这一问题。 记者 赵怡蓁,1
65,对此，刘老有些哭笑不得，他说，“我这个年纪，哪还有心思在游戏里找小姑娘啊。 ”原来，一开始的时候，刘老从未想过在游戏中交女朋友，直到有一天他认识了游戏中一个女孩 儿，那个女孩儿叫他“老头子”，他立刻就想到了 离世 多年的老伴儿。 “我也不留电话也不见面，就是打字聊天，这样有点像写信，我年轻时候给我老伴儿写过信，她走那年，我在箱子底儿还看见了。,1
66,楚天都市报讯楚天都市报讯（记者卢成汉通讯员了孙洪军）前日凌晨，荆州一男子报案称，他遭到另一男子持枪威胁，民警调查发现，“枪支”其实是一把带有瞄准器的 大号 弹弓。 24日凌晨1时20分，荆州区的卢某和朋友马某某、杜某驾驶一辆斯柯达轿车，到荆州区东环路翰林小区找女友张晴（化名），不料，女友正在一辆丰田车上与一男子小朋（化名）聊天。,0
